نام شرکت تولید کننده,نام شرکت تامین کننده,نام صاحب برند,توزیع کننده,کشور تولید  کننده,نام برند,نام لاتین برند,نام ژنریک,نام ماده موثره, تعداد فروش (بسته) , تعداد در بسته , فروش عددی , فروش ریالی مصرف کننده ,کد ژنریک,OTC,بیولوژیک,ATC Code,,
Toliddaru Pharma. Co.,داروسازی تولید دارو,داروسازی تولید دارو,پخش سراسری تجهیزگران طب نوین,ایران,آزیترومایسین   پودر برای تهیه سوسپانسیون   خوراکی 200 mg/5mL 30 mL,"AZITHROMYCIN   POWDER, FOR SUSPENSION ORAL 200 mg/5mL 30 mL","AZITHROMYCIN POWDER, FOR SUSPENSION ORAL 200 mg/5mL 30 mL",AZITHROMYCIN," 11,220 ", 1 ," 11,220 "," 1,209,840,000 ",2373,0,0,J05AB14,,
Toliddaru Pharma. Co.,داروسازی تولید دارو,داروسازی تولید دارو,پخش سراسری تجهیزگران طب نوین,ایران,لاکتولوز   شربت خوراکی 10 g/15mL 240 mL,LACTULOSE   SYRUP ORAL 10 g/15mL 240 mL,LACTULOSE SYRUP ORAL 10 g/15mL 240 mL,LACTULOSE," 4,964 ", 1 ," 4,964 "," 1,207,674,000 ",731,0,0,J05AB14,,
Cosar Pharmaceutical,داروسازی کوثر,داروسازی کوثر,پخش سراسری تجهیزگران طب نوین,ایران,آزيترومايسين   قرص خوراکی 500 mg  ,AZITHROMYCIN   TABLET ORAL 500 mg  ,AZITHROMYCIN TABLET ORAL 500 mg,AZITHROMYCIN," 9,836 ", 6 ," 59,016 "," 1,195,803,000 ",2407,0,0,J05AB14,,
Jalinous Pharmaceutical Co.,داروسازی جالینوس,داروسازی جالینوس,پخش سراسری تجهیزگران طب نوین,ایران,فولیک اسید   قرص خوراکی 1 mg,FOLIC ACID   TABLET ORAL 1 mg,FOLIC ACID TABLET ORAL 1 mg,FOLIC ACID," 7,685 ", 100 ," 768,500 "," 1,192,045,000 ",562,0,0,J05AB14,,
Razak Labratories,لابراتوارهای رازک,لابراتوارهای رازک,پخش سراسری تجهیزگران طب نوین,ایران,ملوکسیکام   قرص خوراکی 15 mg,MELOXICAM   TABLET ORAL 15 mg,MELOXICAM TABLET ORAL 15 mg,MELOXICAM," 2,236 ", 100 ," 223,600 "," 1,185,530,000 ",7061,0,0,J05AB14,,
Caspian Tamin Co.,داروسازی کاسپین تأمین,داروسازی کاسپین تأمین,پخش سراسری تجهیزگران طب نوین,ایران,ایپی کلومین   تزریقی پرنترال 10 mg/1mL 2 mL,IPICLOMIN   INJECTION PARENTERAL 10 mg/1mL 2 mL,DICYCLOMINE HYDROCHLORIDE INJECTION PARENTERAL 10 mg/1mL 2 mL,DICYCLOMINE HYDROCHLORIDE," 8,824 ", 10 ," 88,240 "," 1,184,040,000 ",431,0,0,J05AB14,,
Avicenna Laboratories Inc.,داروسازی اوه سینا,داروسازی اوه سینا,پخش سراسری تجهیزگران طب نوین,ایران,اس امپرازول    قرص انتریک کوتد خوراکی 40 mg,"ESOMEPRAZOLE   TABLET, DELAYED RELEASE ORAL 40 mg","ESOMEPRAZOLE TABLET, DELAYED RELEASE ORAL 40 mg",ESOMEPRAZOLE," 5,733 ", 30 ," 171,990 "," 1,181,325,000 ",5923,0,0,J05AB14,,
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,پخش سراسری تجهیزگران طب نوین,ایران,سیرنتین   کپسول خوراکی 100 mg,SIRENTIN   CAPSULE ORAL 100 mg,GABAPENTIN CAPSULE ORAL 100 mg,GABAPENTIN," 2,106 ", 100 ," 210,600 "," 1,181,310,000 ",572,0,0,J05AB14,,
Jalinous Pharmaceutical Co.,داروسازی جالینوس,داروسازی جالینوس,پخش سراسری تجهیزگران طب نوین,ایران,ایندومتاسین-جالینوس   کپسول خوراکی 25 mg,INDOMETHACIN-JALINOUS   CAPSULE ORAL 25 mg,INDOMETHACIN CAPSULE ORAL 25 mg,INDOMETHACIN," 4,038 ", 100 ," 403,800 "," 1,179,206,000 ",669,0,0,J05AB14,,
Fanavarihaye Novin Darouie Atieh,فن آوریهای نوین دارویی آتیه,فن آوریهای نوین دارویی آتیه,پخش سراسری تجهیزگران طب نوین,ایران,لوورازید   قرص خوراکی 100 mg/25 mg,LEVORAZID   TABLET ORAL 100 mg/25 mg,LEVODOPA / BENSERAZIDE TABLET ORAL 100 mg/25 mg,LEVODOPA / BENSERAZIDE," 1,265 ", 50 ," 63,250 "," 1,175,955,000 ",745,0,0,J05AB14,,
Jalinous Pharmaceutical Co.,داروسازی جالینوس,داروسازی جالینوس,پخش سراسری تجهیزگران طب نوین,ایران,یدوکینول-جالینوس   قرص خوراکی 210 mg,IODOQUINOL-JALINOUS   TABLET ORAL 210 mg,IODOQUINOL TABLET ORAL 210 mg,IODOQUINOL," 4,388 ", 100 ," 438,800 "," 1,171,880,000 ",416,0,0,J05AB14,,
Pars Darou,پارس دارو,پارس دارو,پخش سراسری تجهیزگران طب نوین,ایران,فنوباربیتال   قرص خوراکی 100 mg,PHENOBARBITAL   TABLET ORAL 100 mg,PHENOBARBITAL TABLET ORAL 100 mg,PHENOBARBITAL," 5,766 ", 100 ," 576,600 "," 1,167,254,000 ",979,0,0,J05AB14,,
Tehran Chemie Pharmaceutical Co.,داروسازی تهران شیمی,داروسازی تهران شیمی,پخش سراسری تجهیزگران طب نوین,ایران,ژانومیکس   قرص خوراکی 50 mg/500 mg,JANUMIX   TABLET ORAL 50 mg/500 mg,SITAGLIPTIN (AS PHOSPHATE) / METFORMIN HYDROCHLORIDE TABLET ORAL 50 mg/500 mg,SITAGLIPTIN (AS PHOSPHATE) / METFORMIN HYDROCHLORIDE," 2,190 ", 30 ," 65,700 "," 1,163,088,000 ",15754,0,0,J05AB14,,
Iran Hormone,ایران هورمون,ایران هورمون,پخش سراسری تجهیزگران طب نوین,ایران,کلازکس   قرص خوراکی 80 mg,CLAZEX   TABLET ORAL 80 mg,GLICLAZIDE TABLET ORAL 80 mg,GLICLAZIDE," 5,697 ", 100 ," 569,700 "," 1,162,268,000 ",1523,0,0,J05AB14,,
Pakdarou Pharmaceutical Company,داروسازی پاک دارو,داروسازی پاک دارو,پخش سراسری تجهیزگران طب نوین,ایران,پرومتازین پاک دارو   شربت خوراکی 5 mg/5mL 60 mL,PROMETHAZINE PAKDAROU   SYRUP ORAL 5 mg/5mL 60 mL,PROMETHAZINE SYRUP ORAL 5 mg/5mL 60 mL,PROMETHAZINE," 17,701 ", 1 ," 17,701 "," 1,157,859,500 ",1060,0,0,J05AB14,,
Rayhaneh Pharmaceutical Co.,داروسازی ریحانه اصفهان,داروسازی ریحانه اصفهان,پخش سراسری تجهیزگران طب نوین,ایران,پرگابالین   کپسول خوراکی 100 mg,PREGABALIN   CAPSULE ORAL 100 mg,PREGABALIN CAPSULE ORAL 100 mg,PREGABALIN," 6,484 ", 28 ," 181,552 "," 1,153,404,000 ",9417,0,0,J05AB14,,
Jalinous Pharmaceutical Co.,داروسازی جالینوس,داروسازی جالینوس,پخش سراسری تجهیزگران طب نوین,ایران,والسارتان   قرص خوراکی 80 mg,VALSARTAN   TABLET ORAL 80 mg,VALSARTAN TABLET ORAL 80 mg,VALSARTAN," 5,704 ", 30 ," 171,120 "," 1,148,052,000 ",5423,0,0,J05AB14,,
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,پخش سراسری تجهیزگران طب نوین,ایران,آلپرازولام   قرص خوراکی 0.5 mg,ALPRAZOLAM   TABLET ORAL 0.5 mg,ALPRAZOLAM TABLET ORAL 0.5 mg,ALPRAZOLAM," 24,709 ", 30 ," 741,270 "," 1,147,873,500 ",40,0,0,J05AB14,,
Toliddaru Pharma. Co.,داروسازی تولید دارو,داروسازی تولید دارو,پخش سراسری تجهیزگران طب نوین,ایران,موکولین   تزریقی پرنترال 2 mg/1mL 2 mL,MUCOLIN   INJECTION PARENTERAL 2 mg/1mL 2 mL,BROMHEXINE HYDROCHLORIDE INJECTION PARENTERAL 2 mg/1mL 2 mL,BROMHEXINE HYDROCHLORIDE," 4,918 ", 10 ," 49,180 "," 1,147,744,000 ",176,0,0,J05AB14,,
Tehran Darou Pharmaceutical Co.,داروسازی تهران دارو,داروسازی تهران دارو,پخش سراسری تجهیزگران طب نوین,ایران,پروپراتد   قرص خوراکی 10 mg,PROPRATED   TABLET ORAL 10 mg,PROPRANOLOL HYDROCHLORIDE TABLET ORAL 10 mg,PROPRANOLOL HYDROCHLORIDE," 7,406 ", 100 ," 740,600 "," 1,138,250,000 ",1067,0,0,J05AB14,,
Tehran Chemie Pharmaceutical Co.,داروسازی تهران شیمی,داروسازی تهران شیمی,پخش سراسری تجهیزگران طب نوین,ایران,بینافین   کرم موضعی 1 % 15 g,BINAFIN   CREAM TOPICAL 1 % 15 g,TERBINAFINE HYDROCHLORIDE CREAM TOPICAL 1 % 15 g,TERBINAFINE HYDROCHLORIDE," 13,972 ", 1 ," 13,972 "," 1,128,370,000 ",1196,1,0,J05AB14,,
Dorsa darou,تولید مواد داروئی درسا دارو,تولید مواد داروئی درسا دارو,پخش سراسری تجهیزگران طب نوین,ایران,لوزارتان   قرص خوراکی 25 mg,LOSARTAN   TABLET ORAL 25 mg,LOSARTAN POTASSIUM TABLET ORAL 25 mg,LOSARTAN POTASSIUM," 4,585 ", 100 ," 458,500 "," 1,125,257,000 ",1822,0,0,J05AB14,,
Caspian Tamin Co.,داروسازی کاسپین تأمین,داروسازی کاسپین تأمین,پخش سراسری تجهیزگران طب نوین,ایران,اکسی تیپ   تزریقی پرنترال 10 U/1mL  mL,OXYTIP   INJECTION PARENTERAL 10 U/1mL  mL,OXYTOCIN INJECTION PARENTERAL 10 U/1mL,OXYTOCIN, 368 , 100 ," 36,800 "," 1,119,520,000 ",939,0,0,J05AB14,,
Shahre Daru,لابراتوارهای شهردارو,لابراتوارهای شهردارو,پخش سراسری تجهیزگران طب نوین,ایران,ریویکس   قرص خوراکی 20 mg,RIVIX   TABLET ORAL 20 mg,RIVAROXABAN TABLET ORAL 20 mg,RIVAROXABAN, 977 , 30 ," 29,310 "," 1,118,034,000 ",22856,0,0,J05AB14,,
Pharmachemie,فارماشیمی,فارماشیمی,پخش سراسری تجهیزگران طب نوین,ایران,امپاگلیفلوزین   قرص خوراکی 10 mg,EMPAGLIFLOZIN   TABLET ORAL 10 mg,EMPAGLIFLOZIN TABLET ORAL 10 mg,EMPAGLIFLOZIN," 1,277 ", 30 ," 38,310 "," 1,112,130,000 ",52138,0,0,J05AB14,,
Iran Hormone,ایران هورمون,ایران هورمون,پخش سراسری تجهیزگران طب نوین,ایران,دپوکورتین   سوسپانسیون تزریقی پرنترال 40 mg/1mL  mL,"DEPOCORTINE   INJECTION, SUSPENSION PARENTERAL 40 mg/1mL  mL","METHYLPREDNISOLONE ACETATE INJECTION, SUSPENSION PARENTERAL 40 mg/1mL",METHYLPREDNISOLONE ACETATE," 21,061 ", 1 ," 21,061 "," 1,106,586,000 ",835,0,0,J05AB14,,
Donyaye Behdasht Labs.co,لابراتوارهای شهردارو,لابراتوارهای شهردارو,پخش سراسری تجهیزگران طب نوین,ایران,"استامینوفن   محلول، قطره خوراکی 100 mg/1mL 15 mL","ACETAMINOPHEN   SOLUTION, DROPS ORAL 100 mg/1mL 15 mL","ACETAMINOPHEN SOLUTION, DROPS ORAL 100 mg/1mL 15 mL",ACETAMINOPHEN," 14,410 ", 1 ," 14,410 "," 1,106,290,000 ",3,1,0,J05AB14,,
Tehran Chemie Pharmaceutical Co.,داروسازی تهران شیمی,داروسازی تهران شیمی,پخش سراسری تجهیزگران طب نوین,ایران,تری نوپین   کپسول خوراکی 325 mg/40 mg/200 mg,TRINOPAIN   CAPSULE ORAL 325 mg/40 mg/200 mg,ACETAMINOPHEN / CAFFEINE / IBUPROFEN CAPSULE ORAL 325 mg/40 mg/200 mg,ACETAMINOPHEN / CAFFEINE / IBUPROFEN," 3,727 ", 20 ," 74,540 "," 1,102,550,000 ",8979,1,0,J05AB14,,
Tehran Darou Pharmaceutical Co.,داروسازی تهران دارو,داروسازی تهران دارو,پخش سراسری تجهیزگران طب نوین,ایران,تداسپت   قرص پیوسته رهش خوراکی 47.5 mg,"TEDACEPT   TABLET, EXTENDED RELEASE ORAL 47.5 mg","METOPROLOL SUCCINATE TABLET, EXTENDED RELEASE ORAL 47.5 mg",METOPROLOL SUCCINATE," 7,668 ", 30 ," 230,040 "," 1,102,464,000 ",11871,0,0,J05AB14,,
Tehran Darou Pharmaceutical Co.,داروسازی تهران دارو,داروسازی تهران دارو,پخش سراسری تجهیزگران طب نوین,ایران,مورین   قرص خوراکی 135 mg,MEVERIN   TABLET ORAL 135 mg,MEBEVERINE HYDROCHLORIDE TABLET ORAL 135 mg,MEBEVERINE HYDROCHLORIDE," 4,472 ", 50 ," 223,600 "," 1,100,270,000 ",787,0,0,J05AB14,,
Loghman Pharmaceutical & Hygienic (public),داروئی و بهداشتی لقمان (سهام عام ),داروئی و بهداشتی لقمان (سهام عام ),پخش سراسری تجهیزگران طب نوین,ایران,لورازپام   قرص خوراکی 1 mg,LORAZEPAM   TABLET ORAL 1 mg,LORAZEPAM TABLET ORAL 1 mg,LORAZEPAM," 7,183 ", 100 ," 718,300 "," 1,098,665,000 ",771,0,0,J05AB14,,
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,پخش سراسری تجهیزگران طب نوین,ایران,سالبوتامول   شربت خوراکی 2 mg/5mL 120 mL,SALBUTAMOL   SYRUP ORAL 2 mg/5mL 120 mL,SALBUTAMOL (AS SULFATE) SYRUP ORAL 2 mg/5mL 120 mL,SALBUTAMOL (AS SULFATE)," 13,033 ", 1 ," 13,033 "," 1,093,913,000 ",1112,0,0,J05AB14,,
Tehran Darou Pharmaceutical Co.,داروسازی تهران دارو,داروسازی تهران دارو,پخش سراسری تجهیزگران طب نوین,ایران,فکسوتد   قرص خوراکی 180 mg,FEXOTED   TABLET ORAL 180 mg,FEXOFENADINE HYDROCHLORIDE TABLET ORAL 180 mg,FEXOFENADINE HYDROCHLORIDE," 3,972 ", 15 ," 59,580 "," 1,091,340,000 ",6750,1,0,J05AB14,,
Aburaihan Pharmaceutical Co,ژرف اندیشان نوید سلامت,ژرف اندیشان نوید سلامت,پخش سراسری تجهیزگران طب نوین,ایران,ژانوناید   ژل موضعی 0.05 % 15 g,JANUNIDE   GEL TOPICAL 0.05 % 15 g,DESONIDE GEL TOPICAL 0.05 % 15 g,DESONIDE," 4,917 ", 1 ," 4,917 "," 1,086,447,300 ",52671,0,0,J05AB14,,
Hakim Pharmaceutical Co.,دارو سازی حکیم,دارو سازی حکیم,پخش سراسری تجهیزگران طب نوین,ایران,کتوتیفن-حکیم   شربت خوراکی 1 mg/5mL 120 mL,KETOTIFEN-HAKIM   SYRUP ORAL 1 mg/5mL 120 mL,KETOTIFEN SYRUP ORAL 1 mg/5mL 120 mL,KETOTIFEN," 10,658 ", 1 ," 10,658 "," 1,082,664,000 ",728,0,0,J05AB14,,
Tehran Darou Pharmaceutical Co.,داروسازی تهران دارو,داروسازی تهران دارو,پخش سراسری تجهیزگران طب نوین,ایران,اس سیتالوتد   قرص خوراکی 10 mg,ESCITALOTED   TABLET ORAL 10 mg,ESCITALOPRAM (AS OXALATE) TABLET ORAL 10 mg,ESCITALOPRAM (AS OXALATE)," 4,998 ", 30 ," 149,940 "," 1,082,016,000 ",8968,0,0,J05AB14,,
Loghman Pharmaceutical & Hygienic (public),داروئی و بهداشتی لقمان (سهام عام ),داروئی و بهداشتی لقمان (سهام عام ),پخش سراسری تجهیزگران طب نوین,ایران,سفالکسین   پودر برای تهیه سوسپانسیون   خوراکی 250 mg/5 mL 100 mL,"CEFALEXIN   POWDER, FOR SUSPENSION ORAL 250 mg/5 mL 100 mL","CEFALEXIN POWDER, FOR SUSPENSION ORAL 250 mg/5 mL 100 mL",CEFALEXIN," 9,659 ", 1 ," 9,659 "," 1,080,028,400 ",246,0,0,J05AB14,,
Mehr Darou,مهردارو,مهردارو,پخش سراسری تجهیزگران طب نوین,ایران,رپاگلیناید   قرص خوراکی 2 mg,REPAGLINIDE   TABLET ORAL 2 mg,REPAGLINIDE TABLET ORAL 2 mg,REPAGLINIDE," 4,458 ", 100 ," 445,800 "," 1,079,580,000 ",4905,0,0,J05AB14,,
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,پخش سراسری تجهیزگران طب نوین,ایران,آنژیپول   قرص پیوسته رهش خوراکی 95 mg,"ANGIPOL   TABLET, EXTENDED RELEASE ORAL 95 mg","METOPROLOL SUCCINATE TABLET, EXTENDED RELEASE ORAL 95 mg",METOPROLOL SUCCINATE," 6,130 ", 30 ," 183,900 "," 1,077,012,000 ",11872,0,0,J05AB14,,
Caspian Tamin Co.,داروسازی کاسپین تأمین,داروسازی کاسپین تأمین,پخش سراسری تجهیزگران طب نوین,ایران,ایپانتن   کرم موضعی 5 % 30 g,IPANTHEN   CREAM TOPICAL 5 % 30 g,DEXPANTHENOL CREAM TOPICAL 5 % 30 g,DEXPANTHENOL," 12,149 ", 1 ," 12,149 "," 1,075,675,000 ",403,0,0,J05AB14,,
Iran Hormone,ایران هورمون,ایران هورمون,پخش سراسری تجهیزگران طب نوین,ایران,کلاتوزکس-آی اچ   محلول تزریقی پرنترال 30 mg/1mL  mL,"KELATOZEX-IH   INJECTION, SOLUTION PARENTERAL 30 mg/1mL  mL","KETOROLAC TROMETAMOL INJECTION, SOLUTION PARENTERAL 30 mg/1mL",KETOROLAC TROMETAMOL," 3,525 ", 10 ," 35,250 "," 1,066,500,000 ",17972,0,0,J05AB14,,
Pars Darou,پارس دارو,پارس دارو,پخش سراسری تجهیزگران طب نوین,ایران,آمی تریپتیلین   قرص خوراکی 10 mg,AMITRIPTYLINE   TABLET ORAL 10 mg,AMITRIPTYLINE HYDROCHLORIDE TABLET ORAL 10 mg,AMITRIPTYLINE HYDROCHLORIDE," 6,424 ", 100 ," 642,400 "," 1,064,097,000 ",65,0,0,J05AB14,,
Tehran Darou Pharmaceutical Co.,داروسازی تهران دارو,داروسازی تهران دارو,پخش سراسری تجهیزگران طب نوین,ایران,دیکوتارد   قرص پیوسته رهش خوراکی 100 mg,"DICOTARD   TABLET, EXTENDED RELEASE ORAL 100 mg","DICLOFENAC SODIUM TABLET, EXTENDED RELEASE ORAL 100 mg",DICLOFENAC SODIUM," 13,320 ", 30 ," 399,600 "," 1,058,616,000 ",1464,0,0,J05AB14,,
Pharmachemie,فارماشیمی,فارماشیمی,پخش سراسری تجهیزگران طب نوین,ایران,لوراتادین   شربت خوراکی 5 mg/5 mL 60 mL,LORATADINE   SYRUP ORAL 5 mg/5 mL 60 mL,LORATADINE SYRUP ORAL 5 mg/5 mL 60 mL,LORATADINE," 15,852 ", 1 ," 15,852 "," 1,058,028,500 ",2011,1,0,J05AB14,,
Tehran Darou Pharmaceutical Co.,داروسازی تهران دارو,داروسازی تهران دارو,پخش سراسری تجهیزگران طب نوین,ایران,وکسام   قرص خوراکی 50 mg,VOXAM   TABLET ORAL 50 mg,FLUVOXAMINE MALEATE TABLET ORAL 50 mg,FLUVOXAMINE MALEATE," 5,144 ", 30 ," 154,320 "," 1,050,192,000 ",1827,0,0,J05AB14,,
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,پخش سراسری تجهیزگران طب نوین,ایران,"افلوراپ   محلول، قطره چشمی 3 mg/1mL 5 mL","OFLORAP   SOLUTION, DROPS OPHTHALMIC 3 mg/1mL 5 mL","OFLOXACIN SOLUTION, DROPS OPHTHALMIC 3 mg/1mL 5 mL",OFLOXACIN," 15,881 ", 1 ," 15,881 "," 1,045,214,500 ",52369,0,0,J05AB14,,
Tehran Darou Pharmaceutical Co.,داروسازی تهران دارو,داروسازی تهران دارو,پخش سراسری تجهیزگران طب نوین,ایران,گریفن بزرگسالان   قرص خوراکی 325 mg/5 mg/2 mg,GRIPHEN ADULT   TABLET ORAL 325 mg/5 mg/2 mg,ADULT COLD PREPARATIONS (4-3) TABLET ORAL 325 mg/5 mg/2 mg,ADULT COLD PREPARATIONS (4-3)," 7,307 ", 30 ," 219,210 "," 1,043,055,000 ",5951,1,0,J05AB14,,
Hakim Pharmaceutical Co.,دارو سازی حکیم,دارو سازی حکیم,پخش سراسری تجهیزگران طب نوین,ایران,ریفامپین-حکیم   کپسول خوراکی 300 mg,RIFAMPIN-HAKIM   CAPSULE ORAL 300 mg,RIFAMPICIN CAPSULE ORAL 300 mg,RIFAMPICIN, 986 , 100 ," 98,600 "," 1,042,320,000 ",1103,0,0,J05AB14,,
Toliddaru Pharma. Co.,داروسازی تولید دارو,داروسازی تولید دارو,پخش سراسری تجهیزگران طب نوین,ایران,"استامینوفن   محلول، قطره خوراکی 100 mg/1mL 15 mL","ACETAMINOPHEN   SOLUTION, DROPS ORAL 100 mg/1mL 15 mL","ACETAMINOPHEN SOLUTION, DROPS ORAL 100 mg/1mL 15 mL",ACETAMINOPHEN," 14,232 ", 1 ," 14,232 "," 1,041,800,000 ",3,1,0,J05AB14,,
Dorsa darou,تولید مواد داروئی درسا دارو,تولید مواد داروئی درسا دارو,پخش سراسری تجهیزگران طب نوین,ایران,سرماخوردگی   قرص خوراکی 325 mg/5 mg/2 mg,ADULT COLD   TABLET ORAL 325 mg/5 mg/2 mg,ADULT COLD PREPARATIONS (4-3) TABLET ORAL 325 mg/5 mg/2 mg,ADULT COLD PREPARATIONS (4-3)," 3,334 ", 100 ," 333,400 "," 1,039,000,000 ",5951,1,0,J05AB14,,
Tehran Chemie Pharmaceutical Co.,داروسازی تهران شیمی,داروسازی تهران شیمی,پخش سراسری تجهیزگران طب نوین,ایران,متفورتکس   قرص خوراکی 500 mg,METFORTEX   TABLET ORAL 500 mg,METFORMIN HYDROCHLORIDE TABLET ORAL 500 mg,METFORMIN HYDROCHLORIDE," 3,859 ", 100 ," 385,900 "," 1,036,845,000 ",817,0,0,J05AB14,,
Fatak Chemie Pars Pharmaceutical Co.,داروسازی فاتک شیمی پارس,داروسازی فاتک شیمی پارس,پخش سراسری تجهیزگران طب نوین,ایران,پروپرانولول   قرص خوراکی 40 mg,PROPRANOLOL   TABLET ORAL 40 mg,PROPRANOLOL HYDROCHLORIDE TABLET ORAL 40 mg,PROPRANOLOL HYDROCHLORIDE," 3,925 ", 100 ," 392,500 "," 1,035,288,000 ",1068,0,0,J05AB14,,
Loghman Pharmaceutical & Hygienic (public),داروئی و بهداشتی لقمان (سهام عام ),داروئی و بهداشتی لقمان (سهام عام ),پخش سراسری تجهیزگران طب نوین,ایران,آسیکلوویر   قرص خوراکی 800 mg,ACICLOVIR   TABLET ORAL 800 mg,ACICLOVIR TABLET ORAL 800 mg,ACICLOVIR," 1,440 ", 40 ," 57,600 "," 1,030,920,000 ",12401,0,0,J05AB14,,
