,Unnamed: 0,supplier,brand_owner,distributor,manufacturer_country,brand_name_fa,preprocessed_index
17232,17232,کوشان فارمد,کوشان فارمد,پخش رازی,ایران,سینومیکس   قرص خوراکی 5 mg/80 mg,17232
17233,17233,داروسازی امین,داروسازی امین,پخش رازی,ایران,متوکلوپرامید   قرص خوراکی 10 mg,17233
17234,17234,دارو سازی اسوه,دارو سازی اسوه,پخش رازی,ایران,هیوسین-ان-بوتیل بروماید   تزریقی پرنترال 20 mg/1ml  ml,17234
17235,17235,داروسازی شهید قاضی,داروسازی شهید قاضی,پخش رازی,ایران,رینگر لاکتات   محلول تزریقی داخل وریدی 500 ml,17235
17236,17236,تولیدی فاران شیمی تویسرکان,تولیدی فاران شیمی تویسرکان,پخش رازی,ایران,متادون   محلول خوراکی 25 mg/5 ml 250 ml,17236
17237,17237,کارخانجات دارو پخش,کارخانجات دارو پخش,پخش رازی,ایران,اکسپکتورانت کدئین    شربت خوراکی 100 mg/30 mg/10 mg/5 ml 60 ml,17237
17238,17238,نیل فارمد,نیل فارمد,پخش رازی,ایران,نیلفورمین   قرص خوراکی 500 mg,17238
17239,17239,زیست اروند فارمد,زیست اروند فارمد,پخش رازی,ایران,آوانو   قرص خوراکی 10 mg/5 mg,17239
17240,17240,جان ویشار,جان ویشار,پخش رازی,ایران,دیکلوویشار   قرص پیوسته رهش خوراکی 100 mg,17240
17241,17241,صنعتی کیمیدارو,صنعتی کیمیدارو,پخش رازی,ایران,آملودیپین   قرص خوراکی 5 mg,17241
17242,17242,داروسازی ابوریحان,داروسازی ابوریحان,پخش رازی,ایران,دگزامتازون   قرص خوراکی 0.5 mg,17242
17243,17243,تولید مواد داروئی درسا دارو,تولید مواد داروئی درسا دارو,پخش رازی,ایران,آزیترودر   پودر برای تهیه سوسپانسیون   خوراکی 200 mg/5ml 30 ml,17243
17244,17244,نانو فناوران داروئی الوند,نانو فناوران داروئی الوند,پخش رازی,ایران,الوپم   پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 500 mg  mg,17244
17245,17245,لابراتوارهای سینا دارو,لابراتوارهای سینا دارو,پخش رازی,ایران,کاتوسین پلاس   آئروسل با دوز اندازه گیری شده استنشاقی 25 ug/125 ug/1{dose} 120 {puff},17245
17246,17246,نانو فناوران داروئی الوند,نانو فناوران داروئی الوند,پخش رازی,ایران,ترکسوما   محلول تزریقی پرنترال 25 mg/1ml 1 mg,17246
17247,17247,ایران ناژو,ایران ناژو,پخش رازی,ایران,اپی وال   قرص انتریک کوتد خوراکی 200 mg,17247
17248,17248,داروسازی جابرابن حیان,داروسازی جابرابن حیان,پخش رازی,ایران,تریامسیکورت   پماد موضعی 0.1 % 15 g,17248
17249,17249,لابراتوارهای سینا دارو,لابراتوارهای سینا دارو,پخش رازی,ایران,لووفلوکساسین   محلول، قطره چشمی 0.5 % 0.5 ml,17249
17250,17250,داروسازی شهید قاضی,داروسازی شهید قاضی,پخش رازی,ایران,دکستروز/سدیم کلراید   محلول تزریقی داخل وریدی 5 %/0.45 % 1000 ml,17250
17251,17251,داروسازی کاسپین تأمین,داروسازی کاسپین تأمین,پخش رازی,ایران,کتورولاک   محلول تزریقی پرنترال 30 mg/1ml  ml,17251
17252,17252,دارو سازی بهوزان,دارو سازی بهوزان,پخش رازی,ایران,کلوبتازول-بهوزان   پماد موضعی 0.05 % 15 g,17252
17253,17253,دارو سازی اسوه,دارو سازی اسوه,پخش رازی,ایران,ارلووا   قرص خوراکی 150 mg,17253
17254,17254,ایران ناژو,ایران ناژو,پخش رازی,ایران,سوختگی-ناژو   پماد موضعی 30 %/50 % 30 g,17254
17255,17255,مهردارو,مهردارو,پخش رازی,ایران,متوکاربامول   قرص خوراکی 500 mg,17255
17256,17256,تولید مواد داروئی درسا دارو,تولید مواد داروئی درسا دارو,پخش رازی,ایران,دروکانتین   قرص پیوسته رهش خوراکی 2.6 mg,17256
17257,17257,عماد درمان پارس,عماد درمان پارس,پخش رازی,ایران,کلوبتازول-عماد   پماد موضعی 0.05 % 15 g,17257
17258,17258,دارویی و نهاده های زاگرس دارو پارسیان,دارویی و نهاده های زاگرس دارو پارسیان,پخش رازی,ایران,سیپروفلوکساسین   قرص خوراکی 500 mg,17258
17259,17259,رامو فارمین,رامو فارمین,پخش رازی,ایران,ستیریزین    قرص خوراکی 10 mg,17259
17260,17260,لابراتوارهای سینا دارو,لابراتوارهای سینا دارو,پخش رازی,ایران,کورتینیل   پماد چشمی 1 % 3 g,17260
17261,17261,داروسازی سبحان انکولوژی,داروسازی سبحان انکولوژی,پخش رازی,ایران,جم سیبان   محلول غلیظ تزریقی پرنترال 100 mg/1ml 10 ml,17261
17262,17262,دارویی و نهاده های زاگرس دارو پارسیان,دارویی و نهاده های زاگرس دارو پارسیان,پخش رازی,ایران,فاموتیدین   قرص خوراکی 40 mg,17262
17263,17263,لابراتوارهای سینا دارو,لابراتوارهای سینا دارو,پخش رازی,ایران,نازوفرین   محلول، قطره از راه بینی 0.25 % 10 ml,17263
17264,17264,ایران هورمون,ایران هورمون,پخش رازی,ایران,مدروفم   قرص خوراکی 5 mg,17264
17265,17265,صنعتی کیمیدارو,صنعتی کیمیدارو,پخش رازی,ایران,فلوفنازین   تزریقی پرنترال 25 mg/1ml  ml,17265
17266,17266,لابراتوارهای سینا دارو,لابراتوارهای سینا دارو,پخش رازی,ایران,دیکلوپتین   محلول، قطره چشمی 0.1 % 5 ml,17266
17267,17267,تدبیر کالای جم,wockhardt,پخش رازی,انگلیس,میلرینون   محلول تزریقی پرنترال 1 mg/1ml 10 mg,17267
17268,17268,لابراتوارهای سینا دارو,لابراتوارهای سینا دارو,پخش رازی,ایران,بکلکس   اینهالر استنشاقی 250 ug/1{dose} 200 {puff},17268
17269,17269,ایران دارو,ایران دارو,پخش رازی,ایران,هیدروکورتیزون   پماد موضعی 1 % 15 g,17269
17270,17270,صنعتی کیمیدارو,صنعتی کیمیدارو,پخش رازی,ایران,ملوکاکس   قرص خوراکی 15 mg,17270
17271,17271,داروسازی دکتر عبیدی,داروسازی دکتر عبیدی,پخش رازی,ایران,کتوتیفن-عبیدی   شربت خوراکی 1 mg/5ml 120 ml,17271
17272,17272,ویرا لیان گروه,sun pharmaceuticals industries ltd,پخش رازی,هند,لویپیل   محلول غلیظ تزریقی پرنترال 100 mg/1ml 5 mg,17272
17273,17273,لابراتوارهای سینا دارو,لابراتوارهای سینا دارو,پخش رازی,ایران,نازوفرین   محلول، قطره از راه بینی 0.5 % 10 ml,17273
17274,17274,سینا پیشگام دارو نوین,سینا پیشگام دارو نوین,پخش رازی,ایران,کلیندامازول   کرم واژینال 2 %/2 % 40 g,17274
17275,17275,تولیدی فاران شیمی تویسرکان,تولیدی فاران شیمی تویسرکان,پخش رازی,ایران,فاروکسی   قرص خوراکی 30 mg,17275
17276,17276,سبحان دارو,سبحان دارو,پخش رازی,ایران,دیکلوتان   قرص انتریک کوتد خوراکی 25 mg,17276
17277,17277,کیمیا سلامت ایرانیان,کیمیا سلامت ایرانیان,پخش رازی,ایران,پلرون   قرص خوراکی 50 mg,17277
17278,17278,روناک,روناک,پخش رازی,ایران,مدرولین   پودر برای تهیه محلول تزریقی پرنترال 500 mg  mg,17278
17279,17279,البرز دارو,البرز دارو,پخش رازی,ایران,ایبوپروفن   سوسپانسیون خوراکی 100 mg/5ml 120 ml,17279
17280,17280,داروسازی کاسپین تأمین,داروسازی کاسپین تأمین,پخش رازی,ایران,ایپوستیگمین   تزریقی پرنترال 0.5 mg/1ml 1 ml,17280
17281,17281,بازرگانی خسرو مدیسا طب,merz pharma gmbh & co. kgaa,پخش رازی,آلمان,زئومین   پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 50 [iu]  [iu],17281
17282,17282,داروسازی امین,داروسازی امین,پخش رازی,ایران,زولامین   قرص خوراکی 50 mg,17282
17283,17283,ساپونین ایران,ساپونین ایران,پخش رازی,ایران,متلین   قرص خوراکی 500 mg,17283
17284,17284,داروسازی بهسا,داروسازی بهسا,پخش رازی,ایران,دیکلوفناک بهسا   ژل موضعی 1 % 60 g,17284
17285,17285,ایران هورمون,ایران هورمون,پخش رازی,ایران,آندوزیکس-آی اچ   تزریقی پرنترال 250 mg/1ml  ml,17285
17286,17286,زیست دارو دانش,زیست دارو دانش,پخش رازی,ایران,گلتزی   محلول تزریقی پرنترال 40 mg/1ml  mg,17286
17287,17287,ایران هورمون,ایران هورمون,پخش رازی,ایران,بتازونکس   تزریقی پرنترال 4 mg/1ml  ml,17287
17288,17288,داروسازی جالینوس,داروسازی جالینوس,پخش رازی,ایران,کارودیلول-جالینوس   قرص خوراکی 12.5 mg,17288
17289,17289,مهردارو,مهردارو,پخش رازی,ایران,رپاگلیناید   قرص خوراکی 2 mg,17289
17290,17290,لابراتوارهای سینا دارو,لابراتوارهای سینا دارو,پخش رازی,ایران,آنستوکائین   محلول، قطره چشمی 0.5 % 10 ml,17290
17291,17291,سبحان دارو,سبحان دارو,پخش رازی,ایران,ریسپریدون   قرص خوراکی 4 mg,17291
17292,17292,سبحان دارو,سبحان دارو,پخش رازی,ایران,متیل سالیسیلات   پماد موضعی 30 % 30 g,17292
17293,17293,داروسازی شهید قاضی,داروسازی شهید قاضی,پخش رازی,ایران,ول استارچ   محلول تزریقی پرنترال 6 % 500 ml,17293
17294,17294,مرهم دارو,مرهم دارو,پخش رازی,ایران,کلونازپام   قرص خوراکی 1 mg,17294
17295,17295,صنعتی کیمیدارو,صنعتی کیمیدارو,پخش رازی,ایران,کلدیز   قرص خوراکی 15 mg/5 mg/325 mg,17295
17296,17296,عرفان طب پارس,عرفان طب پارس,پخش رازی,ترکیه,آیروون   تزریقی داخل وریدی 20 mg/1ml 5 mg,17296
17297,17297,صنعتی کیمیدارو,صنعتی کیمیدارو,پخش رازی,ایران,بتامتازون   تزریقی پرنترال 4 mg/1ml  ml,17297
17298,17298,عماد درمان پارس,عماد درمان پارس,پخش رازی,ایران,کلوتریمازول-عماد   کرم موضعی 1 % 15 g,17298
17299,17299,ایران هورمون,ایران هورمون,پخش رازی,ایران,تاموکسیفن   قرص خوراکی 20 mg,17299
17300,17300,رامو فارمین,رامو فارمین,پخش رازی,ایران,سیتالورامین   قرص خوراکی 20 mg,17300
17301,17301,داروسازی جابرابن حیان,داروسازی جابرابن حیان,پخش رازی,ایران,کفالکس   پودر برای تهیه سوسپانسیون   خوراکی 250 mg/5 ml 100 ml,17301
17302,17302,زیست دارو دانش,زیست دارو دانش,پخش رازی,ایران,زیفرون   پودر برای تهیه محلول تزریقی پرنترال 9600000 [iu]  ug,17302
17303,17303,تحقیقاتی و تولیدی سیناژن,تحقیقاتی و تولیدی سیناژن,پخش رازی,ایران,سینال اف   تزریقی پرنترال 600 [iu]/1ml 0.5 [iu],17303
17304,17304,داروسازی دکتر عبیدی,داروسازی دکتر عبیدی,پخش رازی,ایران,کلداکس روز و شب   قرص خوراکی 15 mg/2 mg/5 mg/500 mg,17304
17305,17305,داروسازی کاسپین تأمین,داروسازی کاسپین تأمین,پخش رازی,ایران,متیل پردنیزولون استات   سوسپانسیون تزریقی پرنترال 40 mg/1ml  ml,17305
17306,17306,صنعتی کیمیدارو,صنعتی کیمیدارو,پخش رازی,ایران,سیتالوپرام   قرص خوراکی 20 mg,17306
17307,17307,داروسازی امین,داروسازی امین,پخش رازی,ایران,آمیلوپرا   محلول خوراکی 1 mg/5ml 60 ml,17307
17308,17308,فرآورده های پویش دارو,فرآورده های پویش دارو,پخش رازی,ایران,پی دکسان   تزریقی پرنترال 100 mg/1ml 0.8 [iu],17308
17309,17309,داروسازی دانا,داروسازی دانا,پخش رازی,ایران,نیتروگلیسرین   قرص پیوسته رهش خوراکی 2.6 mg,17309
17310,17310,داروسازی ثنامد,داروسازی ثنامد,پخش رازی,ایران,سیپروفلوکساسین-ثنامد   قرص خوراکی 250 mg,17310
17311,17311,رامو فارمین,رامو فارمین,پخش رازی,ایران,دیکلوفناک سدیم   کپسول پیوسته رهش خوراکی 100 mg,17311
17312,17312,مهردارو,مهردارو,پخش رازی,ایران,مبندازول   قرص جویدنی خوراکی 100 mg,17312
17313,17313,سبحان دارو,سبحان دارو,پخش رازی,ایران,سیتاکسا   قرص خوراکی 40 mg,17313
17314,17314,نیک سامان دارو,نیک سامان دارو,پخش رازی,ایران,منیزیم هیدروکسید نیکسادا   سوسپانسیون خوراکی 8 % 240 ml,17314
17315,17315,مهردارو,مهردارو,پخش رازی,ایران,پابا-کا   قرص خوراکی 500 mg,17315
17316,17316,لابراتوارهای سینا دارو,لابراتوارهای سینا دارو,پخش رازی,ایران,آئروتکس   پماد موضعی 3 % 15 g,17316
17317,17317,سبحان دارو,سبحان دارو,پخش رازی,ایران,ملوکاست   قرص خوراکی 10 mg,17317
17318,17318,مهردارو,مهردارو,پخش رازی,ایران,پروپرانولول   قرص خوراکی 40 mg,17318
17319,17319,دارو سازی سها,دارو سازی سها,پخش رازی,ایران,فمارز   قرص خوراکی 2.5 mg,17319
17320,17320,سجاد داروی شرق,سجاد داروی شرق,پخش رازی,ایران,سافکسوفست   قرص خوراکی 120 mg,17320
17321,17321,داروسازی ابوریحان,داروسازی ابوریحان,پخش رازی,ایران,بیزاکودیل   شیاف مقعدی 10 mg,17321
17322,17322,تدبیر کالای جم,تدبیر کالای جم,پخش رازی,ایران,پوریکا   قرص خوراکی 4 mg,17322
17323,17323,داروسازی امین,داروسازی امین,پخش رازی,ایران,کارباکوت   قرص خوراکی 500 mg,17323
17324,17324,روناک,روناک,پخش رازی,ایران,رونولین ان   تزریقی پرنترال 100 [iu]/1ml 10 ml,17324
17325,17325,داروسازی دکتر عبیدی,داروسازی دکتر عبیدی,پخش رازی,ایران,کلداکس آنفلونزا   قرص خوراکی 500 mg/5 mg,17325
17326,17326,لابراتوارهای سینا دارو,لابراتوارهای سینا دارو,پخش رازی,ایران,آناپریوین   محلول، قطره چشمی 0.05 %/0.5 % 10 ml,17326
17327,17327,دارو سازی کیمیا سلامت نیکان,medochemie,پخش رازی,قبرس,برونکوونت   پودر استنشاقی 12 ug/1{dose} 120 {dose},17327
17328,17328,داروسازی جابرابن حیان,داروسازی جابرابن حیان,پخش رازی,ایران,پنتوپرازول   پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 40 mg  mg,17328
17329,17329,نانو فناوران داروئی الوند,نانو فناوران داروئی الوند,پخش رازی,ایران,ساپروتاک   کپسول خوراکی 1 mg,17329
17330,17330,دارو سازی بهوزان,دارو سازی بهوزان,پخش رازی,ایران,کلوتریمازول-بهوزان   محلول موضعی 1 % 20 ml,17330
17331,17331,صنعتی کیمیدارو,صنعتی کیمیدارو,پخش رازی,ایران,باکلوفن   قرص خوراکی 25 mg,17331
17332,17332,مهردارو,مهردارو,پخش رازی,ایران,استازولامید   قرص خوراکی 250 mg,17332
17333,17333,کارخانجات دارو پخش,کارخانجات دارو پخش,پخش رازی,ایران,سدیم کلراید   محلول تزریقی پرنترال 0.9 % 1000 ml,17333
17334,17334,داروسازی جابرابن حیان,داروسازی جابرابن حیان,پخش رازی,ایران,آمپیکسیل   پودر برای تهیه محلول تزریقی پرنترال 250 mg  mg,17334
17335,17335,ایران هورمون,ایران هورمون,پخش رازی,ایران,دکاندرولون   تزریقی پرنترال 25 mg/1ml  ml,17335
17336,17336,دارو سازی بهوزان,دارو سازی بهوزان,پخش رازی,ایران,آنتی هموروئید-بهوزان   پماد مقعدی 50 mg/2.75 mg/35 mg/180 mg/1g 15 g,17336
17337,17337,کیمیا الکل زنجان,کیمیا الکل زنجان,پخش رازی,ایران,اتانول مطلق   محلول غیر قابل مصرف 99 % 1 l,17337
17338,17338,دارو سازی اسوه,دارو سازی اسوه,پخش رازی,ایران,دگزامتازون   تزریقی پرنترال 4 mg/1ml 2 ml,17338
17339,17339,صنعتی کیمیدارو,صنعتی کیمیدارو,پخش رازی,ایران,وریکونازول   قرص خوراکی 200 mg,17339
17340,17340,سبحان دارو,سبحان دارو,پخش رازی,ایران,هالوپریدول-سبحان   قرص خوراکی 0.5 mg,17340
17341,17341,داروسازی جالینوس,داروسازی جالینوس,پخش رازی,ایران,آ اس آ-جالینوس   قرص جویدنی خوراکی 100 mg,17341
17342,17342,ایران دارو,ایران دارو,پخش رازی,ایران,زباکر   قرص خوراکی 2.5 mg,17342
17343,17343,لابراتوارهای سینا دارو,لابراتوارهای سینا دارو,پخش رازی,ایران,کروتادرم   کرم موضعی 10 % 30 g,17343
17344,17344,داروسازی دانا,داروسازی دانا,پخش رازی,ایران,سپیماکس   پودر برای تهیه محلول تزریقی پرنترال 1 g  g,17344
17345,17345,داروسازی بهسا,داروسازی بهسا,پخش رازی,ایران,بهسادین   محلول موضعی 10 % 250 ml,17345
17346,17346,داروسازی ثنامد,داروسازی ثنامد,پخش رازی,ایران,دلوکستین-ثنامد   کپسول انتریک کوتد خوراکی 30 mg,17346
17347,17347,داروسازی ابوریحان,داروسازی ابوریحان,پخش رازی,ایران,روجا   قرص خوراکی 3 mg/0.02 mg,17347
17348,17348,داروسازی امین,داروسازی امین,پخش رازی,ایران,هماتینیک   کپسول خوراکی 15 ug/350 mg/150 mg/1 mg,17348
17349,17349,لابراتوارهای سینا دارو,لابراتوارهای سینا دارو,پخش رازی,ایران,بتازونیت   پماد چشمی 0.1 % 3 g,17349
17350,17350,مرهم دارو,مرهم دارو,پخش رازی,ایران,تری فلوئوپرازین    قرص خوراکی 5 mg,17350
17351,17351,داروسازی دانا,داروسازی دانا,پخش رازی,ایران,سپیماکس   پودر برای تهیه محلول تزریقی پرنترال 1 g  g,17351
17352,17352,داروسازی ابوریحان,داروسازی ابوریحان,پخش رازی,ایران,مارلین   قرص خوراکی 0.15 mg/30 ug,17352
17353,17353,داروسازی دانا,داروسازی دانا,پخش رازی,ایران,لوزارتان   قرص خوراکی 50 mg,17353
17354,17354,داروسازی کاسپین تأمین,داروسازی کاسپین تأمین,پخش رازی,ایران,پلادیک   تزریقی پرنترال 5 mg/1ml 2 ml,17354
17355,17355,کارخانجات دارو پخش,کارخانجات دارو پخش,پخش رازی,ایران,هپارین   تزریقی پرنترال 5000 [iu]/1ml 1 ml,17355
17356,17356,داروسازی بهسا,داروسازی بهسا,پخش رازی,ایران,تتراسایکلین بهسا   پماد موضعی 3 % 15 g,17356
17357,17357,صنعتی کیمیدارو,صنعتی کیمیدارو,پخش رازی,ایران,اریترومایسین   قرص خوراکی 400 mg,17357
17358,17358,داروئی آرام,medac gmbh,پخش رازی,آلمان,داکاربازین مداک   پودر برای تهیه محلول تزریقی پرنترال 200 mg  mg,17358
17359,17359,تولید مواد داروئی درسا دارو,تولید مواد داروئی درسا دارو,پخش رازی,ایران,دروکانتین   قرص پیوسته رهش خوراکی 2.6 mg,17359
17360,17360,تچرا دارو,laboratorios normon sa,پخش رازی,اسپانیا,لینزولید نورمون   محلول تزریقی پرنترال 2 mg/1ml 300 mg,17360
17361,17361,دارو سازی سها,دارو سازی سها,پخش رازی,ایران,والسارتان سها   قرص خوراکی 80 mg,17361
17362,17362,ایران دارو,ایران دارو,پخش رازی,ایران,ترانگزامیک اسید   کپسول خوراکی 250 mg,17362
17363,17363,ولیان دارو,bausch & lomb,پخش رازی,ایالات متحده آمریکا,لوتمکس   پماد چشمی 0.5 % 3.5 g,17363
17364,17364,عماد درمان پارس,عماد درمان پارس,پخش رازی,ایران,فلوسینولون-عماد   پماد موضعی 0.025 % 15 g,17364
17365,17365,داروسازی کاسپین تأمین,داروسازی کاسپین تأمین,پخش رازی,ایران,دی تری کل   تزریقی پرنترال 300000 [iu]/1ml  ml,17365
17366,17366,سبحان دارو,سبحان دارو,پخش رازی,ایران,گاباکس   کپسول خوراکی 300 mg,17366
17367,17367,ایران هورمون,ایران هورمون,پخش رازی,ایران,نیزوپرد   قرص خوراکی 50 mg,17367
17368,17368,نگین فام طب,نگین فام طب,پخش رازی,ایران,اتانول   محلول غیر قابل مصرف 70 % 1 l,17368
17369,17369,دارو سازی سپیداج,دارو سازی سپیداج,پخش رازی,ایران,گلیسرین فنیکه-سپیداج   محلول، قطره گوشی 6.4 g/93.6 g 10 ml,17369
17370,17370,ایران دارو,ایران دارو,پخش رازی,ایران,کلوبتازول   پماد موضعی 0.05 % 15 g,17370
17371,17371,نگین فام طب,نگین فام طب,پخش رازی,ایران,اتانول   محلول غیر قابل مصرف 96 % 1 l,17371
17372,17372,ایران دارو,ایران دارو,پخش رازی,ایران,تریفن   قرص خوراکی 2 mg,17372
17373,17373,البرز دارو,البرز دارو,پخش رازی,ایران,لاکتولوز   شربت خوراکی 10 g/15ml 240 ml,17373
17374,17374,سبحان دارو,سبحان دارو,پخش رازی,ایران,تتراتاپیک   پماد موضعی 3 % 15 g,17374
17375,17375,ایران هورمون,ایران هورمون,پخش رازی,ایران,اوومید   قرص خوراکی 50 mg,17375
17376,17376,البرز دارو,البرز دارو,پخش رازی,ایران,کتورولاک   محلول تزریقی پرنترال 30 mg/1ml  ml,17376
17377,17377,روناک,روناک,پخش رازی,ایران,منوترون   پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 75 [iu]/75 [iu]  [iu],17377
17378,17378,داروسازی جابرابن حیان,داروسازی جابرابن حیان,پخش رازی,ایران,کلیستیمتات   پودر برای تهیه محلول تزریقی پرنترال 4500000 [iu]  [iu],17378
17379,17379,ابیان فارمد,ابیان فارمد,پخش رازی,ایران,لپارسید   قرص خوراکی 200 mg/50 mg,17379
17380,17380,ایران ناژو,ایران ناژو,پخش رازی,ایران,کلوتریزون   کرم موضعی 1 %/0.05 % 30 g,17380
17381,17381,نیل فارمد,نیل فارمد,پخش رازی,ایران,سلکوکسیب   کپسول خوراکی 200 mg,17381
17382,17382,صنعتی کیمیدارو,صنعتی کیمیدارو,پخش رازی,ایران,تیاگریکس   قرص خوراکی 20 mg,17382
17383,17383,صنعتی کیمیدارو,صنعتی کیمیدارو,پخش رازی,ایران,فلوکونازول   کپسول خوراکی 100 mg,17383
17384,17384,البرز دارو,البرز دارو,پخش رازی,ایران,کلرفنیرامین   تزریقی پرنترال 10 mg/1ml  ml,17384
17385,17385,یارا طب خاورمیانه,sanofi,پخش رازی,ایالات متحده آمریکا,آلدورازایم   تزریقی پرنترال 0.58 mg/1ml 5 ml,17385
17386,17386,هیراد فارمد,kleva pharmaceutical,پخش رازی,یونان,فولینیک اسید   قرص خوراکی 15 mg,17386
17387,17387,دارو سازی اسوه,دارو سازی اسوه,پخش رازی,ایران,اسوه-ویتامین کا1   تزریقی پرنترال 2 mg/1ml 0.5 ml,17387
17388,17388,عماد درمان پارس,عماد درمان پارس,پخش رازی,ایران,تئوفیلین-جی عماد   محلول خوراکی 50 mg/30 mg/5ml 120 ml,17388
17389,17389,تولید مواد داروئی درسا دارو,تولید مواد داروئی درسا دارو,پخش رازی,ایران,آزیترودر   پودر برای تهیه سوسپانسیون   خوراکی 100 mg/5ml 30 ml,17389
17390,17390,لابراتوارهای سینا دارو,لابراتوارهای سینا دارو,پخش رازی,ایران,کتوفتالمیک   محلول، قطره چشمی 0.025 % 5 ml,17390
17391,17391,داروسازی ثنامد,داروسازی ثنامد,پخش رازی,ایران,پنتوپرازول - ثنامد   قرص انتریک کوتد خوراکی 20 mg,17391
17392,17392,داروسازی امین,داروسازی امین,پخش رازی,ایران,سرامین   قرص خوراکی 100 mg,17392
17393,17393,داروسازی بهسا,داروسازی بهسا,پخش رازی,ایران,فلوراید بهسا   دهانشویه دندانی 0.2 % 250 ml,17393
17394,17394,سبحان دارو,سبحان دارو,پخش رازی,ایران,لاموژین   قرص خوراکی 50 mg,17394
17395,17395,داروسازی ثنامد,داروسازی ثنامد,پخش رازی,ایران,والسارتان-ثنا مد   قرص خوراکی 80 mg,17395
17396,17396,بهستان دارو,kedrion,پخش رازی,ایتالیا,تتانوس گاما   تزریقی پرنترال 250 [iu]/1ml  [iu],17396
17397,17397,ایران هورمون,ایران هورمون,پخش رازی,ایران,فموژکس-آی اچ   تزریقی پرنترال 50 mg/1ml 1 ml,17397
17398,17398,کارخانجات دارو پخش,کارخانجات دارو پخش,پخش رازی,ایران,لوراتادین   شربت خوراکی 5 mg/5 ml 60 ml,17398
17399,17399,داروسازی ثنامد,داروسازی ثنامد,پخش رازی,ایران,نودیاکس   قرص خوراکی 500 mg,17399
17400,17400,یارا طب خاورمیانه,novartis,پخش رازی,اتریش,ساندوستاتین لار   پودر لئوفیلیزه برای تهیه سوسپانسیون تزریقی پیوسته رهش پرنترال 20 mg  mg,17400
17401,17401,سبحان دارو,سبحان دارو,پخش رازی,ایران,دیلتیازم   قرص خوراکی 60 mg,17401
17402,17402,داروسازی جالینوس,داروسازی جالینوس,پخش رازی,ایران,ریلونورم   قرص خوراکی 50 mg,17402
17403,17403,داروسازی جابرابن حیان,داروسازی جابرابن حیان,پخش رازی,ایران,آسیکلوویر   پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 250 mg  mg,17403
17404,17404,تولیدی فاران شیمی تویسرکان,تولیدی فاران شیمی تویسرکان,پخش رازی,ایران,فاروکسی   قرص خوراکی 15 mg,17404
17405,17405,داروسازی امین,داروسازی امین,پخش رازی,ایران,آکاربوز   قرص خوراکی 50 mg,17405
17406,17406,داروسازی امین,داروسازی امین,پخش رازی,ایران,آمی بت   قرص خوراکی 8 mg,17406
17407,17407,سبحان دارو,سبحان دارو,پخش رازی,ایران,تریلوتاپ ان ان    پماد موضعی 1 mg/2.5 mg/100000 [iu]/1g 15 g,17407
17408,17408,ایران ناژو,ایران ناژو,پخش رازی,ایران,کلوبتازول-ناژو   لوسیون موضعی 0.05 % 25 ml,17408
17409,17409,دارو سازی بهوزان,دارو سازی بهوزان,پخش رازی,ایران,بتامتازون-بهوزان   پماد موضعی 0.1 % 15 g,17409
17410,17410,رایان دارو ایرانیان,abbott laboratories,پخش رازی,آلمان,کرئون   کپسول خوراکی 25000 [iu],17410
17411,17411,لابراتوارهای سینا دارو,لابراتوارهای سینا دارو,پخش رازی,ایران,فلوکورتف   پماد موضعی 0.025 % 15 g,17411
17412,17412,ایران ناژو,ایران ناژو,پخش رازی,ایران,کلوژین   شیاف واژینال 100 mg,17412
17413,17413,تدبیر کالای جم,تدبیر کالای جم,پخش رازی,ایران,استراموکس   کپسول خوراکی 10 mg,17413
17414,17414,مهردارو,مهردارو,پخش رازی,ایران,کلردیازپوکساید   قرص خوراکی 5 mg,17414
17415,17415,داروسازی کاسپین تأمین,داروسازی کاسپین تأمین,پخش رازی,ایران,نوروتامین   تزریقی پرنترال 100 mg/100 mg/1000 ug/3ml  ml,17415
17416,17416,البرز دارو,البرز دارو,پخش رازی,ایران,دکسترومتورفان   شربت خوراکی 15 mg/5ml 60 ml,17416
17417,17417,تولید مواد داروئی درسا دارو,تولید مواد داروئی درسا دارو,پخش رازی,ایران,پروپرانولول   قرص خوراکی 20 mg,17417
17418,17418,کارخانجات دارو پخش,کارخانجات دارو پخش,پخش رازی,ایران,بتامتازون   تزریقی پرنترال 4 mg/1ml  ml,17418
17419,17419,داروسازی ثنامد,داروسازی ثنامد,پخش رازی,ایران,دلوکستین-ثنامد   کپسول انتریک کوتد خوراکی 20 mg,17419
17420,17420,داروسازی جابرابن حیان,داروسازی جابرابن حیان,پخش رازی,ایران,دزمونیکس   اسپری از راه بینی 10 ug/1{dose} 5 ml,17420
17421,17421,صنعتی کیمیدارو,صنعتی کیمیدارو,پخش رازی,ایران,لوزارتان   قرص خوراکی 50 mg,17421
17422,17422,داروسازی دانا,داروسازی دانا,پخش رازی,ایران,رزوواستاتین   قرص خوراکی 10 mg,17422
17423,17423,صنعتی کیمیدارو,صنعتی کیمیدارو,پخش رازی,ایران,آلپزیل   قرص خوراکی 10 mg,17423
