,Unnamed: 0,supplier,brand_owner,distributor,manufacturer_country,brand_name_fa,preprocessed_index
40189,40189,لابراتوارهای سینا دارو,لابراتوارهای سینا دارو,دارو بهداشت شفا آراد,ایران,نازوکروم   اسپری از راه بینی 20 mg/1ml 20 ml,40189
40190,40190,الحاوی,الحاوی,دارو بهداشت شفا آراد,ایران,پپتی لاک   قرص جویدنی خوراکی 10 mg/800 mg/165 mg,40190
40191,40191,داروسازی ابوریحان,داروسازی ابوریحان,دارو بهداشت شفا آراد,ایران,روجا   قرص خوراکی 3 mg/0.02 mg,40191
40192,40192,داروسازی اکسیر,داروسازی اکسیر,دارو بهداشت شفا آراد,ایران,دورو-مدرول   سوسپانسیون تزریقی پرنترال 40 mg/1ml  mg,40192
40193,40193,لابراتوارهای سینا دارو,لابراتوارهای سینا دارو,دارو بهداشت شفا آراد,ایران,پرکورد   سوسپانسیون، قطره چشمی 1 % 10 ml,40193
40194,40194,سبحان دارو,سبحان دارو,دارو بهداشت شفا آراد,ایران,سووالتان   قرص خوراکی 80 mg,40194
40195,40195,سبحان دارو,سبحان دارو,دارو بهداشت شفا آراد,ایران,اوروسیترا   قرص پیوسته رهش خوراکی 10 meq,40195
40196,40196,دارو سازی طب مفید نیکان,دارو سازی طب مفید نیکان,دارو بهداشت شفا آراد,ایران,گاباپنتین   کپسول خوراکی 300 mg,40196
40197,40197,لابراتوارهای سینا دارو,لابراتوارهای سینا دارو,دارو بهداشت شفا آراد,ایران,سینا تی یرز   محلول، قطره چشمی 14 mg/1ml 10 ml,40197
40198,40198,داروسازی اکسیر,داروسازی اکسیر,دارو بهداشت شفا آراد,ایران,ایندومتاسین-اکسیر   کپسول خوراکی 25 mg,40198
40199,40199,داروسازی تولید دارو,داروسازی تولید دارو,دارو بهداشت شفا آراد,ایران,کلیندامایسین   کپسول خوراکی 300 mg,40199
40200,40200,داروسازی دانا,داروسازی دانا,دارو بهداشت شفا آراد,ایران,زاکسیم   پودر برای تهیه سوسپانسیون   خوراکی 100 mg/5 ml 100 ml,40200
40201,40201,کارخانجات دارو پخش,کارخانجات دارو پخش,دارو بهداشت شفا آراد,ایران,آتنولول   قرص خوراکی 50 mg,40201
40202,40202,لابراتوارهای سینا دارو,لابراتوارهای سینا دارو,دارو بهداشت شفا آراد,ایران,بریموگان   محلول، قطره چشمی 0.2 % 5 ml,40202
40203,40203,داروسازی دانا,داروسازی دانا,دارو بهداشت شفا آراد,ایران,گاباپنتین   کپسول خوراکی 300 mg,40203
40204,40204,داروسازی رها اصفهان,داروسازی رها اصفهان,دارو بهداشت شفا آراد,ایران,بکلام   اسپری از راه بینی 50 ug/1 {dose} 200 ml,40204
40205,40205,داروسازی ابوریحان,داروسازی ابوریحان,دارو بهداشت شفا آراد,ایران,استرومارین   کرم واژینال 0.625 mg/1g 42.5 g,40205
40206,40206,سبحان دارو,سبحان دارو,دارو بهداشت شفا آراد,ایران,دیکلوتان   قرص انتریک کوتد خوراکی 50 mg,40206
40207,40207,کارخانجات دارو پخش,کارخانجات دارو پخش,دارو بهداشت شفا آراد,ایران,متوکاربامول   تزریقی پرنترال 100 mg/1ml 10 ml,40207
40208,40208,داروسازی امین,داروسازی امین,دارو بهداشت شفا آراد,ایران,سرامین   قرص خوراکی 25 mg,40208
40209,40209,دارو سازی طب مفید نیکان,دارو سازی طب مفید نیکان,دارو بهداشت شفا آراد,ایران,کارویمود   قرص خوراکی 6.25 mg,40209
40210,40210,داروسازی رها اصفهان,داروسازی رها اصفهان,دارو بهداشت شفا آراد,ایران,تگاتارد   قرص پیوسته رهش خوراکی 200 mg,40210
40211,40211,داروسازی مداوا,داروسازی مداوا,دارو بهداشت شفا آراد,ایران,گلیدیانس   قرص خوراکی 25 mg,40211
40212,40212,ایده دارو طب,ایده دارو طب,دارو بهداشت شفا آراد,ایران,اس امپرازول - ای دی تی   گرانول انتریک کوتد خوراکی 10 mg  g,40212
40213,40213,پارس بهروزان جم,myungmoon,دارو بهداشت شفا آراد,کره جنوبی,بوپیواکائین هیدروکلراید هوی   تزریقی داخل نخاعی 0.5 % 4 mg,40213
40214,40214,داروسازی تولید دارو,داروسازی تولید دارو,دارو بهداشت شفا آراد,ایران,آکسار   قرص خوراکی 162.5 mg/32.5 mg/325 mg,40214
40215,40215,داروسازی اکسیر,داروسازی اکسیر,دارو بهداشت شفا آراد,ایران,دریمکس   قرص خوراکی 10 mg,40215
40216,40216,مهردارو,مهردارو,دارو بهداشت شفا آراد,ایران,کلردیازپوکساید   قرص خوراکی 5 mg,40216
40217,40217,کارخانجات دارو پخش,کارخانجات دارو پخش,دارو بهداشت شفا آراد,ایران,پیراستام   قرص خوراکی 800 mg,40217
40218,40218,داروسازی ابوریحان,داروسازی ابوریحان,دارو بهداشت شفا آراد,ایران,تستوسترون انانتات   تزریقی پرنترال 250 mg/1ml  ml,40218
40219,40219,لابراتوارهای سینا دارو,لابراتوارهای سینا دارو,دارو بهداشت شفا آراد,ایران,اریترولیدین   پماد چشمی 0.5 % 3 g,40219
40220,40220,کارخانجات دارو پخش,کارخانجات دارو پخش,دارو بهداشت شفا آراد,ایران,آسیکلوویر   قرص خوراکی 400 mg,40220
40221,40221,کارخانجات دارو پخش,کارخانجات دارو پخش,دارو بهداشت شفا آراد,ایران,هیدروکسی زین   قرص خوراکی 10 mg,40221
40222,40222,داروسازی ابوریحان,داروسازی ابوریحان,دارو بهداشت شفا آراد,ایران,هیدروکورتیزون   پماد موضعی 1 % 15 g,40222
40223,40223,پارس دارو,پارس دارو,دارو بهداشت شفا آراد,ایران,اسپیرونولاکتون   قرص خوراکی 100 mg,40223
40224,40224,نانو فناوران داروئی الوند,نانو فناوران داروئی الوند,دارو بهداشت شفا آراد,ایران,الوتر   محلول تزریقی داخل وریدی 20 mg/1ml 1 mg,40224
40225,40225,داروسازی تهران شیمی,داروسازی تهران شیمی,دارو بهداشت شفا آراد,ایران,داتیسین   کپسول خوراکی 300 mg,40225
40226,40226,تک زیما دارو البرز,تک زیما دارو البرز,دارو بهداشت شفا آراد,ایران,برکسورف   سوسپانسیون تزریقی داخل تراشه ای 25 mg/1ml 4 mg,40226
40227,40227,لابراتوار داروسازی و بهداشتی شفا,لابراتوار داروسازی و بهداشتی شفا,دارو بهداشت شفا آراد,ایران,لوزارتان-شفا   قرص خوراکی 50 mg,40227
40228,40228,کارخانجات دارو پخش,کارخانجات دارو پخش,دارو بهداشت شفا آراد,ایران,سلکسیب   کپسول خوراکی 100 mg,40228
40229,40229,کارخانجات دارو پخش,کارخانجات دارو پخش,دارو بهداشت شفا آراد,ایران,دکسپانتنول   محلول تزریقی پرنترال 250 mg/1ml 2 ml,40229
40230,40230,پارس بهروزان جم,aldo-union,دارو بهداشت شفا آراد,فرانسه,کامبی پراسال   محلول استنشاقی 200 ug/1 mg/1ml 2.5 ml,40230
40231,40231,داروسازی امین,داروسازی امین,دارو بهداشت شفا آراد,ایران,جمی پید   کپسول خوراکی 300 mg,40231
40232,40232,داروسازی امین,داروسازی امین,دارو بهداشت شفا آراد,ایران,پرگاسول   کپسول خوراکی 75 mg,40232
40233,40233,داروسازی اکسیر,داروسازی اکسیر,دارو بهداشت شفا آراد,ایران,هیوسین-ان-بوتیل بروماید-اکسیر   تزریقی پرنترال 20 mg/1ml  ml,40233
40234,40234,داروسازی امین,داروسازی امین,دارو بهداشت شفا آراد,ایران,فلوکونازول   کپسول خوراکی 150 mg,40234
40235,40235,داروسازی امین,داروسازی امین,دارو بهداشت شفا آراد,ایران,گاباپنتین   کپسول خوراکی 300 mg,40235
40236,40236,داروسازی امین,داروسازی امین,دارو بهداشت شفا آراد,ایران,پرومتازین   شربت خوراکی 5 mg/5ml 60 ml,40236
40237,40237,لابراتوارهای سینا دارو,لابراتوارهای سینا دارو,دارو بهداشت شفا آراد,ایران,کورتینیل   پماد موضعی 1 % 15 g,40237
40238,40238,لابراتوارهای سینا دارو,لابراتوارهای سینا دارو,دارو بهداشت شفا آراد,ایران,کاتوسین پلاس   آئروسل با دوز اندازه گیری شده استنشاقی 25 ug/125 ug/1{dose} 120 {puff},40238
40239,40239,داروسازی رها اصفهان,داروسازی رها اصفهان,دارو بهداشت شفا آراد,ایران,ستادین دی-سی   شربت خوراکی 160 mg/1 mg/5 mg/2.5 mg/5ml 200 ml,40239
40240,40240,داروسازی ابوریحان,داروسازی ابوریحان,دارو بهداشت شفا آراد,ایران,اووسیز   قرص خوراکی 750 ug,40240
40241,40241,داروسازی امین,داروسازی امین,دارو بهداشت شفا آراد,ایران,اکسپکتورانت   شربت خوراکی 100 mg/2 mg/30 mg/5ml 60 ml,40241
40242,40242,کارخانجات دارو پخش,کارخانجات دارو پخش,دارو بهداشت شفا آراد,ایران,اپی نفرین   تزریقی پرنترال 1 mg/1ml 1 ml,40242
40243,40243,داروسازی اکسیر,داروسازی اکسیر,دارو بهداشت شفا آراد,ایران,اندانسترون   تزریقی پرنترال 2 mg/1 ml 2 ml,40243
40244,40244,لابراتوارهای رازک,لابراتوارهای رازک,دارو بهداشت شفا آراد,ایران,پیوگلیتازون   قرص خوراکی 30 mg,40244
40245,40245,نانو فناوران داروئی الوند,نانو فناوران داروئی الوند,دارو بهداشت شفا آراد,ایران,ترکسوما   محلول تزریقی پرنترال 25 mg/1ml 0.4 mg,40245
40246,40246,داروسازی تولید دارو,داروسازی تولید دارو,دارو بهداشت شفا آراد,ایران,دیفن هیدرامین   محلول خوراکی 12.5 mg/5ml 60 ml,40246
40247,40247,داروسازی اکسیر,داروسازی اکسیر,دارو بهداشت شفا آراد,ایران,لیدوکائین   تزریقی پرنترال 2 % 5 ml,40247
40248,40248,لابراتوارهای سینا دارو,لابراتوارهای سینا دارو,دارو بهداشت شفا آراد,ایران,کورتینیل   پماد چشمی 1 % 3 g,40248
40249,40249,لابراتوارهای رازک,لابراتوارهای رازک,دارو بهداشت شفا آراد,ایران,ناپروکسن   قرص انتریک کوتد خوراکی 500 mg  ,40249
40250,40250,داروسازی تهران شیمی,داروسازی تهران شیمی,دارو بهداشت شفا آراد,ایران,گلی زیتکس   قرص خوراکی 80 mg,40250
40251,40251,کیمیا سلامت ایرانیان,کیمیا سلامت ایرانیان,دارو بهداشت شفا آراد,ایران,پلرون   قرص خوراکی 50 mg,40251
40252,40252,دارو سازی طب مفید نیکان,دارو سازی طب مفید نیکان,دارو بهداشت شفا آراد,ایران,گاباپنتین   کپسول خوراکی 100 mg,40252
40253,40253,لابراتوارهای رازک,لابراتوارهای رازک,دارو بهداشت شفا آراد,ایران,مفنامیک اسید   کپسول خوراکی 250 mg,40253
40254,40254,داروسازی تهران شیمی,داروسازی تهران شیمی,دارو بهداشت شفا آراد,ایران,نیموسکار   قرص خوراکی 2 mg,40254
40255,40255,نانو فناوران داروئی الوند,نانو فناوران داروئی الوند,دارو بهداشت شفا آراد,ایران,زادیوا   کپسول انتریک کوتد خوراکی 240 mg,40255
40256,40256,داروسازی کوثر,داروسازی کوثر,دارو بهداشت شفا آراد,ایران,سفیکسیم   پودر برای تهیه سوسپانسیون   خوراکی 100 mg/5 ml 100 ml,40256
40257,40257,داروسازی امین,داروسازی امین,دارو بهداشت شفا آراد,ایران,آکاربوز   قرص خوراکی 50 mg,40257
40258,40258,سبحان دارو,سبحان دارو,دارو بهداشت شفا آراد,ایران,اوروسیترا   قرص خوراکی 5 meq,40258
40259,40259,لابراتوار داروسازی و بهداشتی شفا,لابراتوار داروسازی و بهداشتی شفا,دارو بهداشت شفا آراد,ایران,آتنولول-شفا   قرص خوراکی 50 mg,40259
40260,40260,لابراتوار داروسازی و بهداشتی شفا,لابراتوار داروسازی و بهداشتی شفا,دارو بهداشت شفا آراد,ایران,فاموتیدین   قرص خوراکی 20 mg,40260
40261,40261,دارو سازی فارابی,دارو سازی فارابی,دارو بهداشت شفا آراد,ایران,سیپروفلوکساسین   قرص خوراکی 500 mg,40261
40262,40262,دارو سازی فارابی,دارو سازی فارابی,دارو بهداشت شفا آراد,ایران,دمپریدون   قرص خوراکی 10 mg,40262
40263,40263,کارخانجات دارو پخش,کارخانجات دارو پخش,دارو بهداشت شفا آراد,ایران,ستیریزین    قرص خوراکی 10 mg,40263
40264,40264,لابراتوارهای رازک,لابراتوارهای رازک,دارو بهداشت شفا آراد,ایران,کلد استاپ رازک   قرص خوراکی 500 mg/10 mg/25 mg,40264
40265,40265,داروسازی اکسیر,داروسازی اکسیر,دارو بهداشت شفا آراد,ایران,زیمکسیر   کپسول خوراکی 250 mg  ,40265
40266,40266,سبحان دارو,سبحان دارو,دارو بهداشت شفا آراد,ایران,کالامین-سبحان   کرم موضعی 8 % 30 g,40266
40267,40267,فن آوریهای نوین دارویی آتیه,فن آوریهای نوین دارویی آتیه,دارو بهداشت شفا آراد,ایران,استاپارکین   قرص خوراکی 100 mg/25 mg/200 mg,40267
40268,40268,لابراتوار داروسازی و بهداشتی شفا,لابراتوار داروسازی و بهداشتی شفا,دارو بهداشت شفا آراد,ایران,کتوکونازول   شامپو موضعی 2 % 100 ml,40268
40269,40269,کارخانجات دارو پخش,کارخانجات دارو پخش,دارو بهداشت شفا آراد,ایران,آتروپین   تزریقی پرنترال 0.5 mg/1ml  ml,40269
40270,40270,داروسازی امین,داروسازی امین,دارو بهداشت شفا آراد,ایران,سرماخوردگی بزرگسالان   قرص خوراکی 325 mg/5 mg/2 mg,40270
40271,40271,داروسازی ابوریحان,داروسازی ابوریحان,دارو بهداشت شفا آراد,ایران,لاکساتور   شیاف مقعدی 2 g,40271
40272,40272,داروسازی اکسیر,داروسازی اکسیر,دارو بهداشت شفا آراد,ایران,سدآف   قرص خوراکی 120 mg,40272
40273,40273,داروسازی دانا,داروسازی دانا,دارو بهداشت شفا آراد,ایران,بنزا-پن   پودر برای تهیه محلول تزریقی پرنترال 1200000 u  [iu],40273
40274,40274,داروسازی کوثر,داروسازی کوثر,دارو بهداشت شفا آراد,ایران,مترونیدازول   قرص خوراکی 250 mg,40274
40275,40275,البرز دارو,البرز دارو,دارو بهداشت شفا آراد,ایران,آدی ژل-اس   سوسپانسیون خوراکی 225 mg/200 mg/25 mg/5ml 240 ml,40275
40276,40276,داروسازی ابوریحان,داروسازی ابوریحان,دارو بهداشت شفا آراد,ایران,متیل پردنیزولون استات   سوسپانسیون تزریقی پرنترال 40 mg/1ml  ml,40276
40277,40277,داروسازی تولید دارو,داروسازی تولید دارو,دارو بهداشت شفا آراد,ایران,ویتامین آ+د    پماد موضعی 850 [iu]/85 [iu]/1g 30 g,40277
40278,40278,دارو سازی فارابی,دارو سازی فارابی,دارو بهداشت شفا آراد,ایران,سفیکسیم   قرص خوراکی 200 mg,40278
40279,40279,سبحان دارو,سبحان دارو,دارو بهداشت شفا آراد,ایران,تتراتاپیک   پماد موضعی 3 % 15 g,40279
40280,40280,داروسازی دانا,داروسازی دانا,دارو بهداشت شفا آراد,ایران,پیپراتاز   پودر برای تهیه محلول تزریقی پرنترال 3 g/0.375 g  g,40280
40281,40281,کارخانجات دارو پخش,کارخانجات دارو پخش,دارو بهداشت شفا آراد,ایران,جنتامایسین   تزریقی پرنترال 40 mg/1ml 2 ml,40281
40282,40282,داروسازی کوثر,داروسازی کوثر,دارو بهداشت شفا آراد,ایران,آموکسی سیلین   پودر برای تهیه سوسپانسیون   خوراکی 250 mg/5ml 100 ml,40282
40283,40283,لابراتوارهای رازک,لابراتوارهای رازک,دارو بهداشت شفا آراد,ایران,ویگراز   قرص خوراکی 100 mg,40283
40284,40284,نانو فناوران داروئی الوند,نانو فناوران داروئی الوند,دارو بهداشت شفا آراد,ایران,ترکسوما   محلول تزریقی پرنترال 25 mg/1ml 1 mg,40284
40285,40285,داروسازی اکسیر,داروسازی اکسیر,دارو بهداشت شفا آراد,ایران,سفتازیدیم-اکسیر   پودر برای تهیه محلول تزریقی پرنترال 1 g  g,40285
40286,40286,سبحان دارو,سبحان دارو,دارو بهداشت شفا آراد,ایران,لگزاتال   قرص خوراکی 10 mg,40286
40287,40287,داروسازی تهران شیمی,داروسازی تهران شیمی,دارو بهداشت شفا آراد,ایران,اسونکس   قرص انتریک کوتد خوراکی 40 mg,40287
40288,40288,مهردارو,مهردارو,دارو بهداشت شفا آراد,ایران,پروپرانولول   قرص خوراکی 10 mg,40288
40289,40289,داروسازی ابوریحان,داروسازی ابوریحان,دارو بهداشت شفا آراد,ایران,استامینوفن   شیاف مقعدی 125 mg,40289
40290,40290,کارخانجات دارو پخش,کارخانجات دارو پخش,دارو بهداشت شفا آراد,ایران,پرفنازین   قرص خوراکی 2 mg,40290
40291,40291,داروسازی دانا,داروسازی دانا,دارو بهداشت شفا آراد,ایران,هیدروکورتیزون   پودر برای تهیه محلول تزریقی پرنترال 100 mg  mg,40291
40292,40292,کارخانجات دارو پخش,کارخانجات دارو پخش,دارو بهداشت شفا آراد,ایران,اکسپکتورانت   شربت خوراکی 100 mg/2 mg/30 mg/5ml 60 ml,40292
40293,40293,کارخانجات دارو پخش,کارخانجات دارو پخش,دارو بهداشت شفا آراد,ایران,تئوفیلین-جی    محلول خوراکی 50 mg/30 mg/5ml 120 ml,40293
40294,40294,داروسازی اکسیر,داروسازی اکسیر,دارو بهداشت شفا آراد,ایران,سلکوکسیر   کپسول خوراکی 200 mg,40294
40295,40295,کارخانجات دارو پخش,کارخانجات دارو پخش,دارو بهداشت شفا آراد,ایران,استامینوفن   محلول، قطره خوراکی 100 mg/1ml 15 ml,40295
40296,40296,داروسازی رها اصفهان,داروسازی رها اصفهان,دارو بهداشت شفا آراد,ایران,آنژیپول   قرص پیوسته رهش خوراکی 95 mg,40296
40297,40297,بین المللی پارس نامی دارو,dr. friedrich eberth arzneimittel gmbh,دارو بهداشت شفا آراد,ایران,سفتریاکسون ابرت   پودر برای تهیه محلول تزریقی پرنترال 1 g  mg,40297
40298,40298,داروسازی ابوریحان,داروسازی ابوریحان,دارو بهداشت شفا آراد,ایران,رابزول   قرص انتریک کوتد خوراکی 20 mg,40298
40299,40299,کارخانجات دارو پخش,کارخانجات دارو پخش,دارو بهداشت شفا آراد,ایران,ستیریزین   شربت خوراکی 1 mg/1ml 60 ml,40299
40300,40300,پارس بهروزان جم,پارس بهروزان جم,دارو بهداشت شفا آراد,ایران,بیوتین   محلول تزریقی عضلانی 5 mg/1ml 1 ml,40300
40301,40301,لابراتوار داروسازی و بهداشتی شفا,لابراتوار داروسازی و بهداشتی شفا,دارو بهداشت شفا آراد,ایران,دمپریدون-شفا   قرص خوراکی 10 mg,40301
40302,40302,کارخانجات دارو پخش,کارخانجات دارو پخش,دارو بهداشت شفا آراد,ایران,آمی تریپتیلین   قرص خوراکی 10 mg,40302
40303,40303,کیمیاکالای رازی,کیمیاکالای رازی,دارو بهداشت شفا آراد,ایران,کیموبلاک   گرانول انتریک کوتد خوراکی 10 mg  g,40303
40304,40304,لابراتوار داروسازی و بهداشتی شفا,لابراتوار داروسازی و بهداشتی شفا,دارو بهداشت شفا آراد,ایران,آزیترومایسین-شفا   کپسول خوراکی 250 mg,40304
40305,40305,داروسازی دانا,داروسازی دانا,دارو بهداشت شفا آراد,ایران,استاژل   کپسول با روکش ژلاتین خوراکی 500 mg,40305
40306,40306,سبحان دارو,سبحان دارو,دارو بهداشت شفا آراد,ایران,سوپکسول   قرص خوراکی 0.25 mg,40306
40307,40307,داروسازی امین,داروسازی امین,دارو بهداشت شفا آراد,ایران,دیمن هیدرینات   قرص خوراکی 50 mg,40307
40308,40308,داروسازی اکسیر,داروسازی اکسیر,دارو بهداشت شفا آراد,ایران,آکاربکس   قرص خوراکی 100 mg,40308
40309,40309,داروسازی امین,داروسازی امین,دارو بهداشت شفا آراد,ایران,تری هگزیفنیدیل   قرص خوراکی 2 mg,40309
40310,40310,کارخانجات دارو پخش,کارخانجات دارو پخش,دارو بهداشت شفا آراد,ایران,دکستروز   محلول تزریقی داخل وریدی 5 % 500 ml,40310
40311,40311,داروسازی اکسیر,داروسازی اکسیر,دارو بهداشت شفا آراد,ایران,اورسودکس   کپسول خوراکی 300 mg,40311
40312,40312,دارو سازی طب مفید نیکان,دارو سازی طب مفید نیکان,دارو بهداشت شفا آراد,ایران,استراکسین   کپسول خوراکی 10 mg,40312
40313,40313,شفا یاب گستر,novartis,دارو بهداشت شفا آراد,فرانسه,ساندیمون نئورال    محلول خوراکی 100 mg/1ml 50 ml,40313
40314,40314,لابراتوارهای رازک,لابراتوارهای رازک,دارو بهداشت شفا آراد,ایران,تتراسایکلین    پماد موضعی 3 % 15 g,40314
40315,40315,سبحان دارو,سبحان دارو,دارو بهداشت شفا آراد,ایران,نورتریپتیلین   قرص خوراکی 25 mg,40315
40316,40316,البرز دارو,البرز دارو,دارو بهداشت شفا آراد,ایران,لاکسی ژل   سوسپانسیون خوراکی 8 % 240 ml,40316
40317,40317,داروسازی تهران شیمی,داروسازی تهران شیمی,دارو بهداشت شفا آراد,ایران,تیاماکس   قرص خوراکی 300 mg,40317
40318,40318,داروسازی امین,داروسازی امین,دارو بهداشت شفا آراد,ایران,دی سیکلومین   قرص خوراکی 10 mg,40318
40319,40319,لابراتوارهای رازک,لابراتوارهای رازک,دارو بهداشت شفا آراد,ایران,آتورواستاتین   قرص خوراکی 20 mg,40319
40320,40320,داروسازی اکسیر,داروسازی اکسیر,دارو بهداشت شفا آراد,ایران,تتراکوزاکتاید ال آ   سوسپانسیون تزریقی پرنترال 1 mg/1ml  ml,40320
40321,40321,داروسازی امین,داروسازی امین,دارو بهداشت شفا آراد,ایران,دکسترومتورفان   شربت خوراکی 15 mg/5ml 60 ml,40321
40322,40322,داروسازی اکسیر,داروسازی اکسیر,دارو بهداشت شفا آراد,ایران,متوکاربامول   تزریقی پرنترال 100 mg/1ml 10 mg,40322
40323,40323,لابراتوارهای رازک,لابراتوارهای رازک,دارو بهداشت شفا آراد,ایران,ملوکسیکام   قرص خوراکی 7.5 mg,40323
40324,40324,داروسازی امین,داروسازی امین,دارو بهداشت شفا آراد,ایران,باکلوفن   قرص خوراکی 10 mg,40324
40325,40325,داروسازی تولید دارو,داروسازی تولید دارو,دارو بهداشت شفا آراد,ایران,بیزاکودیل   شیاف مقعدی 10 mg,40325
40326,40326,داروسازی دانا,داروسازی دانا,دارو بهداشت شفا آراد,ایران,سفتریانا   پودر برای تهیه محلول تزریقی پرنترال 500 mg  mg,40326
40327,40327,لابراتوارهای سینا دارو,لابراتوارهای سینا دارو,دارو بهداشت شفا آراد,ایران,کالترکس   تزریقی پرنترال 10 % 10 ml,40327
40328,40328,داروسازی تهران شیمی,داروسازی تهران شیمی,دارو بهداشت شفا آراد,ایران,آزیروسین   قرص خوراکی 500 mg,40328
40329,40329,داروسازی کوثر,داروسازی کوثر,دارو بهداشت شفا آراد,ایران,هیوسین-ان-بوتیل بروماید   قرص خوراکی 10 mg,40329
40330,40330,دارو سازی فارابی,دارو سازی فارابی,دارو بهداشت شفا آراد,ایران,پنتوپرازول   قرص انتریک کوتد خوراکی 40 mg,40330
40331,40331,البرز دارو,cipla,دارو بهداشت شفا آراد,ایران,آملوپرس   قرص خوراکی 5 mg,40331
40332,40332,داروسازی تولید دارو,داروسازی تولید دارو,دارو بهداشت شفا آراد,ایران,موکوسولوین   قرص خوراکی 200 mg,40332
40333,40333,داروسازی ابوریحان,داروسازی ابوریحان,دارو بهداشت شفا آراد,ایران,استامینوفن   شیاف مقعدی 325 mg,40333
40334,40334,داروسازی امین,داروسازی امین,دارو بهداشت شفا آراد,ایران,آ اس آ   قرص انتریک کوتد خوراکی 80 mg,40334
40335,40335,پارس بهروزان جم,myungmoon,دارو بهداشت شفا آراد,کره جنوبی,لبسین   تزریقی پرنترال 5 mg/1ml 20 mg,40335
40336,40336,داروسازی مداوا,داروسازی مداوا,دارو بهداشت شفا آراد,ایران,گلیدیانس   قرص خوراکی 10 mg,40336
40337,40337,سبحان دارو,سبحان دارو,دارو بهداشت شفا آراد,ایران,لگزاتال   قرص خوراکی 20 mg,40337
40338,40338,لابراتوارهای سینا دارو,لابراتوارهای سینا دارو,دارو بهداشت شفا آراد,ایران,اپتیمول   محلول، قطره چشمی 0.5 % 5 ml,40338
40339,40339,تدبیر کالای جم,تدبیر کالای جم,دارو بهداشت شفا آراد,ایران,اگزیرکت   قرص خوراکی 30 mg,40339
40340,40340,سبحان دارو,سبحان دارو,دارو بهداشت شفا آراد,ایران,نورتریپتیلین   قرص خوراکی 10 mg,40340
40341,40341,کارخانجات دارو پخش,کارخانجات دارو پخش,دارو بهداشت شفا آراد,ایران,بتامتازون ال آ   سوسپانسیون تزریقی پیوسته رهش پرنترال 3 mg/3 mg/1ml  ml,40341
40342,40342,تک زیما دارو البرز,تک زیما دارو البرز,دارو بهداشت شفا آراد,ایران,برکسورف   سوسپانسیون تزریقی داخل تراشه ای 25 mg/1ml 8 mg,40342
40343,40343,داروسازی کوثر,داروسازی کوثر,دارو بهداشت شفا آراد,ایران,آزيترومايسين   قرص خوراکی 250 mg  ,40343
40344,40344,لابراتوارهای سینا دارو,لابراتوارهای سینا دارو,دارو بهداشت شفا آراد,ایران,اوتیسپت   محلول، قطره گوشی 1 %/2 % 10 ml,40344
40345,40345,داروسازی ابوریحان,داروسازی ابوریحان,دارو بهداشت شفا آراد,ایران,سدالام   قرص خوراکی 1 mg,40345
40346,40346,داروسازی امین,داروسازی امین,دارو بهداشت شفا آراد,ایران,آلوپورینول   قرص خوراکی 100 mg,40346
40347,40347,تدبیر کالای جم,تدبیر کالای جم,دارو بهداشت شفا آراد,ایران,ترانکوپین   قرص خوراکی 200 mg,40347
40348,40348,دارو سازی طب مفید نیکان,دارو سازی طب مفید نیکان,دارو بهداشت شفا آراد,ایران,فوروزماید   قرص خوراکی 40 mg,40348
40349,40349,لابراتوارهای سینا دارو,لابراتوارهای سینا دارو,دارو بهداشت شفا آراد,ایران,آئروتکس   پماد موضعی 3 % 15 g,40349
40350,40350,سبحان دارو,سبحان دارو,دارو بهداشت شفا آراد,ایران,سبانتیل   کپسول خوراکی 200 mg,40350
40351,40351,کارخانجات دارو پخش,کارخانجات دارو پخش,دارو بهداشت شفا آراد,ایران,اندانسترون   تزریقی پرنترال 2 mg/1 ml 2 ml,40351
40352,40352,دارو سازی فارابی,دارو سازی فارابی,دارو بهداشت شفا آراد,ایران,آزیترومایسین   پودر برای تهیه سوسپانسیون   خوراکی 200 mg/5ml 30 ml,40352
40353,40353,سبحان دارو,سبحان دارو,دارو بهداشت شفا آراد,ایران,لاموژین   قرص خوراکی 50 mg,40353
40354,40354,لابراتوارهای سینا دارو,لابراتوارهای سینا دارو,دارو بهداشت شفا آراد,ایران,دیکلوپتین   محلول، قطره چشمی 0.1 % 5 ml,40354
40355,40355,کارخانجات دارو پخش,کارخانجات دارو پخش,دارو بهداشت شفا آراد,ایران,پرفنازین   قرص خوراکی 8 mg,40355
40356,40356,داروسازی تولید دارو,داروسازی تولید دارو,دارو بهداشت شفا آراد,ایران,دایمتین   سوسپانسیون، قطره خوراکی 40 mg/1ml 30 ml,40356
40357,40357,سبحان دارو,سبحان دارو,دارو بهداشت شفا آراد,ایران,پرگابالین   کپسول خوراکی 100 mg,40357
40358,40358,سبحان دارو,سبحان دارو,دارو بهداشت شفا آراد,ایران,سروتیاپین   قرص خوراکی 100 mg,40358
40359,40359,داروسازی کوثر,داروسازی کوثر,دارو بهداشت شفا آراد,ایران,وارنیکلین   قرص خوراکی 1 mg,40359
40360,40360,داروسازی تولید دارو,داروسازی تولید دارو,دارو بهداشت شفا آراد,ایران,لاکتولوز   شربت خوراکی 10 g/15ml 240 ml,40360
40361,40361,کارخانجات دارو پخش,کارخانجات دارو پخش,دارو بهداشت شفا آراد,ایران,داکسیپن   کپسول خوراکی 10 mg,40361
