pharma_company,supplier,brand_owner,distributor,manufacturer_country,brand_name_fa,brand_name_en,generic_name_en,substance_name_en,atc_code
Exir Pharmaceutical Company,داروسازی اکسیر,داروسازی اکسیر,مدیریت منابع تجاری ایده گستران زمان,ایران,اکسیرال   پودر برای تهیه محلول تزریقی پرنترال 100 mg  mg,"EXIRAL   INJECTION, POWDER, FOR SOLUTION PARENTERAL 100 mg  mg","REMDESIVIR INJECTION, POWDER, FOR SOLUTION PARENTERAL 100 mg",REMDESIVIR,J05
Noavaran Daroui Kimia,نو آوران دارویی کیمیا,نو آوران دارویی کیمیا,مدیریت منابع تجاری ایده گستران زمان,ایران,کیمونیل   کپسول خوراکی 200 mg,KIMONIL   CAPSULE ORAL 200 mg,NILOTINIB CAPSULE ORAL 200 mg,NILOTINIB,L01XE08
AryoGen Pharmed,آریوژن فارمد,آریوژن فارمد,مدیریت منابع تجاری ایده گستران زمان,ایران,آریوسون   پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 4.8 mg  mg,"ARYOSEVEN   INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 4.8 mg  mg","FACTOR VIIA INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 4.8 mg",FACTOR VIIA,
Csl Behring Ag,اوین دارو,Csl Behring Ag,مدیریت منابع تجاری ایده گستران زمان,سوئیس,روفیلاک   محلول تزریقی عضلانی 300 ug/2mL  ug,"RHOPHYLAC   INJECTION, SOLUTION INTRAMUSCULAR 300 ug/2mL  ug","ANTI-D IMMUNOGLOBULIN INJECTION, SOLUTION INTRAMUSCULAR 300 ug/2mL",ANTI-D IMMUNOGLOBULIN,J06BB01
Razak Labratories,لابراتوارهای رازک,لابراتوارهای رازک,مدیریت منابع تجاری ایده گستران زمان,ایران,لوزار   قرص خوراکی 25 mg,LOZAR   TABLET ORAL 25 mg,LOSARTAN POTASSIUM TABLET ORAL 25 mg,LOSARTAN POTASSIUM,C09CA01
Nano Daru Pajuhan Pardis,نانو دارو پژوهان پردیس,نانو دارو پژوهان پردیس,مدیریت منابع تجاری ایده گستران زمان,ایران,تراستوزومب امتانسین   پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 100 mg  mg,"TRASTUZUMAB EMTANSINE   INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 100 mg  mg","TRASTUZUMAB EMTANSINE INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 100 mg",TRASTUZUMAB EMTANSINE,
Merck Kgaa,روژین دارو,Merck Kgaa,مدیریت منابع تجاری ایده گستران زمان,آلمان,اربیتوکس   تزریقی پرنترال 5 mg/1mL 20 mg,ERBITUX   INJECTION PARENTERAL 5 mg/1mL 20 mg,CETUXIMAB INJECTION PARENTERAL 5 mg/1mL 20 mL,CETUXIMAB,L01XC06
Mehr Darou,دارودرمان پارس,دارودرمان پارس,مدیریت منابع تجاری ایده گستران زمان,ایران,متادون   قرص خوراکی 20 mg,METHADONE   TABLET ORAL 20 mg,METHADONE HYDROCHLORIDE TABLET ORAL 20 mg,METHADONE HYDROCHLORIDE,N07BC02
Pooyesh Darou,فرآورده های پویش دارو,فرآورده های پویش دارو,مدیریت منابع تجاری ایده گستران زمان,ایران,پی دکسان   تزریقی پرنترال 100 mg/1mL 0.4 [iU],PDXANE   INJECTION PARENTERAL 100 mg/1mL 0.4 [iU],ENOXAPARIN SODIUM INJECTION PARENTERAL 100 mg/1mL 0.4 mL,ENOXAPARIN SODIUM,B01AB05
AryoGen Pharmed,آریوژن فارمد,آریوژن فارمد,مدیریت منابع تجاری ایده گستران زمان,ایران,استیوانت   محلول غلیظ تزریقی پرنترال 25 mg/1mL 16 mg,"STIVANT   INJECTION, SOLUTION, CONCENTRATE PARENTERAL 25 mg/1mL 16 mg","BEVACIZUMAB INJECTION, SOLUTION, CONCENTRATE PARENTERAL 25 mg/1mL 16 mL",BEVACIZUMAB,L01XC07
Sobhan Oncology,نانو دارو پژوهان پردیس,نانو دارو پژوهان پردیس,مدیریت منابع تجاری ایده گستران زمان,ایران,پالبوکپ   کپسول خوراکی 125 mg,PALBOCAP   CAPSULE ORAL 125 mg,PALBOCICLIB CAPSULE ORAL 125 mg,PALBOCICLIB,
Rooyan Darou,رویان دارو,رویان دارو,مدیریت منابع تجاری ایده گستران زمان,ایران,رمدسیویر   محلول تزریقی پرنترال 5 mg/1mL 20 mg,"REMDESIVIR   INJECTION, SOLUTION PARENTERAL 5 mg/1mL 20 mg","REMDESIVIR INJECTION, SOLUTION PARENTERAL 5 mg/1mL 20 mL",REMDESIVIR,J05
Csl Behring Gmbh,اوین دارو,Csl Behring Gmbh,مدیریت منابع تجاری ایده گستران زمان,آلمان,فیبروگامین   پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 250 [iU]  [iU],"FIBROGAMMIN   INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 250 [iU]  [iU]","FACTOR XIII INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 250 [iU]",FACTOR XIII,B02BD07
Cinnagen Co.,تحقیقاتی و تولیدی سیناژن,تحقیقاتی و تولیدی سیناژن,مدیریت منابع تجاری ایده گستران زمان,ایران,سیناتروپین   تزریقی پرنترال 10 [iU]/1mL 1.5 [iU],CINNATROPIN   INJECTION PARENTERAL 10 [iU]/1mL 1.5 [iU],SOMATROPIN INJECTION PARENTERAL 10 [iU]/1mL 1.5 mL,SOMATROPIN,H01AC01
Samen Pharmaceutical Co,داروسازی ثامن,داروسازی ثامن,مدیریت منابع تجاری ایده گستران زمان,ایران,سدیم کلراید   محلول تزریقی پرنترال 0.9 % 500 mL,"SODIUM CHLORIDE   INJECTION, SOLUTION PARENTERAL 0.9 % 500 mL","SODIUM CHLORIDE INJECTION, SOLUTION PARENTERAL 0.9 % 500 mL",SODIUM CHLORIDE,B05XA03
Kishmedipharm,دارودرمان پارس,دارودرمان پارس,مدیریت منابع تجاری ایده گستران زمان,ایران,امسیس   کپسول خوراکی 125 mg,AMESIS   CAPSULE ORAL 125 mg,APREPITANT CAPSULE ORAL 125 mg,APREPITANT,A04AD12
Sina Darou Laboratories,لابراتوارهای سینا دارو,لابراتوارهای سینا دارو,مدیریت منابع تجاری ایده گستران زمان,ایران,ونتالکس   اسپری با دوز اندازه گیری شده استنشاقی 100 ug/1{dose} 200 {Puff},"VENTALEX   SPRAY, METERED RESPIRATORY 100 ug/1{dose} 200 {Puff}","SALBUTAMOL (AS SULFATE) SPRAY, METERED RESPIRATORY 100 ug/1{dose} 200 {dose}",SALBUTAMOL (AS SULFATE),R03AC02
Caspian Tamin Co.,داروسازی کاسپین تأمین,داروسازی کاسپین تأمین,مدیریت منابع تجاری ایده گستران زمان,ایران,هپارین   تزریقی پرنترال 5000 [iU]/1mL 1 mL,HEPARIN   INJECTION PARENTERAL 5000 [iU]/1mL 1 mL,HEPARIN SODIUM INJECTION PARENTERAL 5000 [iU]/1mL 1 mL,HEPARIN SODIUM,B01AB01
Zahravi Pharmaceutical,داروسازی زهراوی,داروسازی زهراوی,مدیریت منابع تجاری ایده گستران زمان,ایران,د-ویتین   کپسول خوراکی 50000 [iU],D-VITIN   CAPSULE ORAL 50000 [iU],VITAMIN D3 CAPSULE ORAL 50000 [iU],VITAMIN D3,A11CC05
"NO.115 , Jalal St ., Esteqlal Town ,Tehran",داروسازی خوارزمی,داروسازی خوارزمی,مدیریت منابع تجاری ایده گستران زمان,ایران,تیام ویت   قرص خوراکی 300 mg,THIAMVIT   TABLET ORAL 300 mg,VITAMIN B1 (THIAMINE) TABLET ORAL 300 mg,VITAMIN B1 (THIAMINE),A11DA01
Sobhan Oncology,داروسازی سبحان انکولوژی,داروسازی سبحان انکولوژی,مدیریت منابع تجاری ایده گستران زمان,ایران,رمدسیویر   محلول تزریقی پرنترال 5 mg/1mL 20 mg,"REMDESIVIR   INJECTION, SOLUTION PARENTERAL 5 mg/1mL 20 mg","REMDESIVIR INJECTION, SOLUTION PARENTERAL 5 mg/1mL 20 mL",REMDESIVIR,J05
AryoGen Pharmed,آریوژن فارمد,آریوژن فارمد,مدیریت منابع تجاری ایده گستران زمان,ایران,آریوتراست   پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 150 mg  mg,"ARYOTRUST   INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 150 mg  mg","TRASTUZUMAB INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 150 mg",TRASTUZUMAB,L01XC03
Farabi Pharmaceutical,دارو سازی فارابی,دارو سازی فارابی,مدیریت منابع تجاری ایده گستران زمان,ایران,آموکسی سیلین   کپسول خوراکی 500 mg,AMOXICILLIN   CAPSULE ORAL 500 mg,AMOXICILLIN CAPSULE ORAL 500 mg,AMOXICILLIN,J01CA04
Exir Pharmaceutical Company,داروسازی اکسیر,داروسازی اکسیر,مدیریت منابع تجاری ایده گستران زمان,ایران,زایلوپن   تزریقی پرنترال 20 mg/12.5 ug/1mL 1.8 mL,XYLOPEN   INJECTION PARENTERAL 20 mg/12.5 ug/1mL 1.8 mL,LIDOCAINE / EPINEPHRINE INJECTION PARENTERAL 20 mg/12.5 ug/1mL 1.8 mL,LIDOCAINE / EPINEPHRINE,
Zagros Darou Parsian,دارویی و نهاده های زاگرس دارو پارسیان,دارویی و نهاده های زاگرس دارو پارسیان,مدیریت منابع تجاری ایده گستران زمان,ایران,استاگروفن   قرص خوراکی 500 mg,ACETAGROPHEN   TABLET ORAL 500 mg,ACETAMINOPHEN TABLET ORAL 500 mg,ACETAMINOPHEN,N02BE01
Aburaihan Pharmaceutical Co,وستاژن پارس,وستاژن پارس,مدیریت منابع تجاری ایده گستران زمان,ایران,فیبرینولیزین / دزوکسی ریبونوکلئاز   پماد موضعی 1 [iU]/666 [iU]  g,FIBRINOLYSIN / DESOXYRIBONUCLEASE   OINTMENT TOPICAL 1 [iU]/666 [iU]  g,FIBRINOLYSIN / DESOXYRIBONUCLEASE OINTMENT TOPICAL 1 [iU]/666 [iU],FIBRINOLYSIN / DESOXYRIBONUCLEASE,
Temad Co. Active Pharmaceutical Ingredients,تولید مواد اولیه داروپخش,تولید مواد اولیه داروپخش,مدیریت منابع تجاری ایده گستران زمان,ایران,متادون   محلول خوراکی 25 mg/5 mL 250 mL,METHADONE   SOLUTION ORAL 25 mg/5 mL 250 mL,METHADONE HYDROCHLORIDE SOLUTION ORAL 25 mg/5 mL 250 mL,METHADONE HYDROCHLORIDE,N07BC02
Amin Pharmaceutical Co.,تولید مواد اولیه داروپخش,تولید مواد اولیه داروپخش,مدیریت منابع تجاری ایده گستران زمان,ایران,بوپرنورفین   قرص زیرزبانی 2 mg,BUPRENORPHINE   TABLET SUBLINGUAL 2 mg,BUPRENORPHINE (AS HYDROCHLORIDE) TABLET SUBLINGUAL 2 mg,BUPRENORPHINE (AS HYDROCHLORIDE),N07BC01
Pooyesh Darou,فرآورده های پویش دارو,فرآورده های پویش دارو,مدیریت منابع تجاری ایده گستران زمان,ایران,پی دی گراستیم   تزریقی پرنترال 600 ug/1mL 0.5 ug,PDGRASTIM   INJECTION PARENTERAL 600 ug/1mL 0.5 ug,FILGRASTIM INJECTION PARENTERAL 600 ug/1mL 0.5 mL,FILGRASTIM,L03AA02
Darou Pakhsh,کارخانجات دارو پخش,کارخانجات دارو پخش,مدیریت منابع تجاری ایده گستران زمان,ایران,رمدسیویر   محلول تزریقی پرنترال 5 mg/1mL 20 mL,"REMDESIVIR   INJECTION, SOLUTION PARENTERAL 5 mg/1mL 20 mL","REMDESIVIR INJECTION, SOLUTION PARENTERAL 5 mg/1mL 20 mL",REMDESIVIR,J05
Sobhandarou,سبحان دارو,سبحان دارو,مدیریت منابع تجاری ایده گستران زمان,ایران,آتورواستاتین   قرص خوراکی 20 mg,ATORVASTATIN   TABLET ORAL 20 mg,ATORVASTATIN (AS CALCIUM) TABLET ORAL 20 mg,ATORVASTATIN (AS CALCIUM),C10AA05
Cinnagen Co.,تحقیقاتی و تولیدی سیناژن,تحقیقاتی و تولیدی سیناژن,مدیریت منابع تجاری ایده گستران زمان,ایران,سینوپار   تزریقی پرنترال 250 ug/1mL 2.4 ug,CINNOPAR   INJECTION PARENTERAL 250 ug/1mL 2.4 ug,TERIPARATIDE INJECTION PARENTERAL 250 ug/1mL 2.4 mL,TERIPARATIDE,H05AA02
Shahid Ghazi Pharmaceutical Co.,داروسازی شهید قاضی,داروسازی شهید قاضی,مدیریت منابع تجاری ایده گستران زمان,ایران,آب سترون برای تزریق   تزریقی پرنترال 5 mL  mL,STERILE WATER FOR INJECTION   INJECTION PARENTERAL 5 mL  mL,WATER INJECTION PARENTERAL 5 mL,WATER,V07
Exir Pharmaceutical Company,داروسازی اکسیر,داروسازی اکسیر,مدیریت منابع تجاری ایده گستران زمان,ایران,انوکسیر   تزریقی پرنترال 100 mg/1mL 0.4 mL,ENOXIR   INJECTION PARENTERAL 100 mg/1mL 0.4 mL,ENOXAPARIN SODIUM INJECTION PARENTERAL 100 mg/1mL 0.4 mL,ENOXAPARIN SODIUM,B01AB05
Mehr Darou,دارودرمان پارس,دارودرمان پارس,مدیریت منابع تجاری ایده گستران زمان,ایران,بوپرنورفین   قرص زیرزبانی 2 mg,BUPRENORPHINE   TABLET SUBLINGUAL 2 mg,BUPRENORPHINE (AS HYDROCHLORIDE) TABLET SUBLINGUAL 2 mg,BUPRENORPHINE (AS HYDROCHLORIDE),N07BC01
Cosar Pharmaceutical,داروسازی کوثر,داروسازی کوثر,مدیریت منابع تجاری ایده گستران زمان,ایران,آموکسی سیلین   کپسول خوراکی 500 mg,AMOXICILLIN   CAPSULE ORAL 500 mg,AMOXICILLIN CAPSULE ORAL 500 mg,AMOXICILLIN,J01CA04
Alborzdarou,البرز دارو,البرز دارو,مدیریت منابع تجاری ایده گستران زمان,ایران,آلفن-ایکس ال   قرص پیوسته رهش خوراکی 100 mg,"ALFEN-XL   TABLET, EXTENDED RELEASE ORAL 100 mg","DICLOFENAC SODIUM TABLET, EXTENDED RELEASE ORAL 100 mg",DICLOFENAC SODIUM,M01AB05
Zagros Darou Parsian,دارویی و نهاده های زاگرس دارو پارسیان,دارویی و نهاده های زاگرس دارو پارسیان,مدیریت منابع تجاری ایده گستران زمان,ایران,استامینوفن/کدئین   قرص خوراکی 300 mg/20 mg,ACETAMINOPHEN/CODEINE   TABLET ORAL 300 mg/20 mg,ACETAMINOPHEN / CODEINE PHOSPHATE TABLET ORAL 300 mg/20 mg,ACETAMINOPHEN / CODEINE PHOSPHATE,N02BE71
Csl Behring Gmbh,اوین دارو,Csl Behring Gmbh,مدیریت منابع تجاری ایده گستران زمان,آلمان,برییت پی   پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 500 [iU]  [iU],"BERIATE P   INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU]  [iU]","COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU]",COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED),B02BD02
Csl Behring Gmbh,اوین دارو,Csl Behring Gmbh,مدیریت منابع تجاری ایده گستران زمان,آلمان,هاموکومپلتان پی   پودر برای تهیه محلول تزریقی پرنترال 1 g  g,"HAEMOCOMPLETTAN P   INJECTION, POWDER, FOR SOLUTION PARENTERAL 1 g  g","FIBRINOGEN INJECTION, POWDER, FOR SOLUTION PARENTERAL 1 g",FIBRINOGEN,B02BB01
Sobhandarou,سبحان دارو,سبحان دارو,مدیریت منابع تجاری ایده گستران زمان,ایران,لیبرو-سی   قرص خوراکی 2.5 mg/5 mg,LIBRO-C   TABLET ORAL 2.5 mg/5 mg,CLIDINIUM / CHLORDIAZEPOXIDE TABLET ORAL 2.5 mg/5 mg,CLIDINIUM / CHLORDIAZEPOXIDE,A03CA02
Temad Co. Active Pharmaceutical Ingredients,تولید مواد اولیه داروپخش,تولید مواد اولیه داروپخش,مدیریت منابع تجاری ایده گستران زمان,ایران,اپیوم   تنطور خوراکی 10 mg/1mL 250 mL,OPIUM   TINCTURE ORAL 10 mg/1mL 250 mL,OPIUM TINCTURE ORAL 10 mg/1mL 250 mL,OPIUM,N02AA02
AryoGen Pharmed,آریوژن فارمد,آریوژن فارمد,مدیریت منابع تجاری ایده گستران زمان,ایران,زیتاکس   تزریقی پرنترال 10 mg/1mL 50 mg,ZYTUX   INJECTION PARENTERAL 10 mg/1mL 50 mg,RITUXIMAB INJECTION PARENTERAL 10 mg/1mL 50 mL,RITUXIMAB,L01XC02
Zagros Darou Parsian,دارویی و نهاده های زاگرس دارو پارسیان,دارویی و نهاده های زاگرس دارو پارسیان,مدیریت منابع تجاری ایده گستران زمان,ایران,استامینوفن/کدئین   قرص خوراکی 300 mg/20 mg,ACETAMINOPHEN/CODEINE   TABLET ORAL 300 mg/20 mg,ACETAMINOPHEN / CODEINE PHOSPHATE TABLET ORAL 300 mg/20 mg,ACETAMINOPHEN / CODEINE PHOSPHATE,N02BE71
Exir Pharmaceutical Company,داروسازی اکسیر,داروسازی اکسیر,مدیریت منابع تجاری ایده گستران زمان,ایران,تایلوفن   محلول غلیظ تزریقی داخل وریدی 150 mg/1mL 6.7 mL,"TYLOPHEN   INJECTION, SOLUTION, CONCENTRATE INTRAVENOUS 150 mg/1mL 6.7 mL","ACETAMINOPHEN INJECTION, SOLUTION, CONCENTRATE INTRAVENOUS 150 mg/1mL 6.7 mL",ACETAMINOPHEN,N02BE01
Ipsen,گروه داروئی داریان سلامت,Ipsen,مدیریت منابع تجاری ایده گستران زمان,انگلیس,دیسپورت   پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 300 [iU]  [iU],"DYSPORT   INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 300 [iU]  [iU]","BOTULINUM A TOXIN INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 300 [iU]",BOTULINUM A TOXIN,M03AX01
Nano Daru Pajuhan Pardis,نانو دارو پژوهان پردیس,نانو دارو پژوهان پردیس,مدیریت منابع تجاری ایده گستران زمان,ایران,پکلینب   پودر برای تهیه سوسپانسیون تزریقی پرنترال 100 mg  mg,"PACLINAB   INJECTION, POWDER, FOR SUSPENSION PARENTERAL 100 mg  mg","PACLITAXEL INJECTION, POWDER, FOR SUSPENSION PARENTERAL 100 mg",PACLITAXEL,L01CD01
Amin Pharmaceutical Co.,دارودرمان پارس,دارودرمان پارس,مدیریت منابع تجاری ایده گستران زمان,ایران,ملوکسیکام   قرص خوراکی 15 mg,MELOXICAM   TABLET ORAL 15 mg,MELOXICAM TABLET ORAL 15 mg,MELOXICAM,M01AC06
BDR Pharmaceuticals International PVT. LTD,داروسازی سبحان انکولوژی,BDR Pharmaceuticals International PVT. LTD,مدیریت منابع تجاری ایده گستران زمان,هند,ِّبی دی رم   پودر برای تهیه محلول تزریقی پرنترال 100 mg  mg,"BDREM   INJECTION, POWDER, FOR SOLUTION PARENTERAL 100 mg  mg","REMDESIVIR INJECTION, POWDER, FOR SOLUTION PARENTERAL 100 mg",REMDESIVIR,J05
Razak Labratories,لابراتوارهای رازک,لابراتوارهای رازک,مدیریت منابع تجاری ایده گستران زمان,ایران,لوزار   قرص خوراکی 25 mg,LOZAR   TABLET ORAL 25 mg,LOSARTAN POTASSIUM TABLET ORAL 25 mg,LOSARTAN POTASSIUM,C09CA01
Soha Pharmaceutical Co.,دارو سازی سها,دارو سازی سها,مدیریت منابع تجاری ایده گستران زمان,ایران,آسیفن   کپسول خوراکی 325 mg/40 mg/200 mg,ACIFEN   CAPSULE ORAL 325 mg/40 mg/200 mg,ACETAMINOPHEN / CAFFEINE / IBUPROFEN CAPSULE ORAL 325 mg/40 mg/200 mg,ACETAMINOPHEN / CAFFEINE / IBUPROFEN,N02BE71
Sobhandarou,سبحان دارو,سبحان دارو,مدیریت منابع تجاری ایده گستران زمان,ایران,سووالتان   قرص خوراکی 80 mg,SOVALTAN   TABLET ORAL 80 mg,VALSARTAN TABLET ORAL 80 mg,VALSARTAN,C09CA03
Cinnagen Co.,تحقیقاتی و تولیدی سیناژن,تحقیقاتی و تولیدی سیناژن,مدیریت منابع تجاری ایده گستران زمان,ایران,سینال اف   تزریقی پرنترال 600 [iU]/1mL 1.5 [iU],CINNAL F   INJECTION PARENTERAL 600 [iU]/1mL 1.5 [iU],FOLLITROPIN ALFA INJECTION PARENTERAL 600 [iU]/1mL 1.5 mL,FOLLITROPIN ALFA,G03GA05
Sina Darou Laboratories,لابراتوارهای سینا دارو,لابراتوارهای سینا دارو,مدیریت منابع تجاری ایده گستران زمان,ایران,"بتازونیت   محلول، قطره چشمی 0.1 % 5 mL","BETASONATE   SOLUTION, DROPS OPHTHALMIC 0.1 % 5 mL","BETAMETHASONE (AS DISODIUM PHOSPHATE) SOLUTION, DROPS OPHTHALMIC 0.1 % 5 mL",BETAMETHASONE (AS DISODIUM PHOSPHATE),S03
Cinnagen Co.,تحقیقاتی و تولیدی سیناژن,تحقیقاتی و تولیدی سیناژن,مدیریت منابع تجاری ایده گستران زمان,ایران,ملیتاید   محلول تزریقی پرنترال 6 mg/1mL 3 mL,"MELITIDE   INJECTION, SOLUTION PARENTERAL 6 mg/1mL 3 mL","LIRAGLUTIDE INJECTION, SOLUTION PARENTERAL 6 mg/1mL 3 mL",LIRAGLUTIDE,a10bx07
Pooyesh Darou,فرآورده های پویش دارو,فرآورده های پویش دارو,مدیریت منابع تجاری ایده گستران زمان,ایران,پی دی پویتین   محلول تزریقی پرنترال 4000 [iU]/0.5mL  [iU],"PDPOETIN   INJECTION, SOLUTION PARENTERAL 4000 [iU]/0.5mL  [iU]","EPOETIN INJECTION, SOLUTION PARENTERAL 4000 [iU]/0.5mL",EPOETIN,B03XA01
Alborzdarou,البرز دارو,البرز دارو,مدیریت منابع تجاری ایده گستران زمان,ایران,آدی ژل-اس   سوسپانسیون خوراکی 225 mg/200 mg/25 mg/5mL 240 mL,ADIGEL-S   SUSPENSION ORAL 225 mg/200 mg/25 mg/5mL 240 mL,ALUMINIUM HYDROXIDE / MAGNESIUM HYDROXIDE / SIMETHICONE SUSPENSION ORAL 225 mg/200 mg/25 mg/5mL 240 mL,ALUMINIUM HYDROXIDE / MAGNESIUM HYDROXIDE / SIMETHICONE,A02AF02
Sobhandarou,سبحان دارو,سبحان دارو,مدیریت منابع تجاری ایده گستران زمان,ایران,دایمکت   قرص جویدنی خوراکی 40 mg,"DIMACT   TABLET, CHEWABLE ORAL 40 mg","SIMETHICONE (DIMETHICONE ACTIVATED) TABLET, CHEWABLE ORAL 40 mg",SIMETHICONE (DIMETHICONE ACTIVATED),A07D
Sobhandarou,سبحان دارو,سبحان دارو,مدیریت منابع تجاری ایده گستران زمان,ایران,کلونازپام-سبحان   قرص خوراکی 1 mg,CLONAZEPAM-SOBHAN   TABLET ORAL 1 mg,CLONAZEPAM TABLET ORAL 1 mg,CLONAZEPAM,N03AE01
Amin Pharmaceutical Co.,نانو دارو پژوهان پردیس,نانو دارو پژوهان پردیس,مدیریت منابع تجاری ایده گستران زمان,ایران,سایپر   کپسول خوراکی 250 mg,SYPPER   CAPSULE ORAL 250 mg,TRIENTINE HYDROCHLORIDE CAPSULE ORAL 250 mg,TRIENTINE HYDROCHLORIDE,
Nano Daru Pajuhan Pardis,نانو دارو پژوهان پردیس,نانو دارو پژوهان پردیس,مدیریت منابع تجاری ایده گستران زمان,ایران,پادینکس   پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 100 mg  mg,"PADYNEX   INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 100 mg  mg","TRASTUZUMAB EMTANSINE INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 100 mg",TRASTUZUMAB EMTANSINE,
Sobhandarou,سبحان دارو,سبحان دارو,مدیریت منابع تجاری ایده گستران زمان,ایران,آتورواستاتین   قرص خوراکی 20 mg,ATORVASTATIN   TABLET ORAL 20 mg,ATORVASTATIN (AS CALCIUM) TABLET ORAL 20 mg,ATORVASTATIN (AS CALCIUM),C10AA05
Sydler,اریکه تجارت ویستا,Sydler,مدیریت منابع تجاری ایده گستران زمان,هند,رمسید   پودر برای تهیه محلول تزریقی پرنترال 100 mg  mg,"REMSYD   INJECTION, POWDER, FOR SOLUTION PARENTERAL 100 mg  mg","REMDESIVIR INJECTION, POWDER, FOR SOLUTION PARENTERAL 100 mg",REMDESIVIR,J05
Alborzdarou,البرز دارو,البرز دارو,مدیریت منابع تجاری ایده گستران زمان,ایران,آدی ژل-اس   سوسپانسیون خوراکی 225 mg/200 mg/25 mg/5mL 240 mL,ADIGEL-S   SUSPENSION ORAL 225 mg/200 mg/25 mg/5mL 240 mL,ALUMINIUM HYDROXIDE / MAGNESIUM HYDROXIDE / SIMETHICONE SUSPENSION ORAL 225 mg/200 mg/25 mg/5mL 240 mL,ALUMINIUM HYDROXIDE / MAGNESIUM HYDROXIDE / SIMETHICONE,A02AF02
Sina Darou Laboratories,لابراتوارهای سینا دارو,لابراتوارهای سینا دارو,مدیریت منابع تجاری ایده گستران زمان,ایران,"ناپریوین   محلول، قطره چشمی 0.1 % 10 mL","NAPRIVIN   SOLUTION, DROPS OPHTHALMIC 0.1 % 10 mL","NAPHAZOLINE HYDROCHLORIDE SOLUTION, DROPS OPHTHALMIC 0.1 % 10 mL",NAPHAZOLINE HYDROCHLORIDE,S01GA01
Zagros Darou Parsian,دارویی و نهاده های زاگرس دارو پارسیان,دارویی و نهاده های زاگرس دارو پارسیان,مدیریت منابع تجاری ایده گستران زمان,ایران,زاگروکلد   قرص خوراکی 325 mg/5 mg/2 mg,ZAGROCOLD   TABLET ORAL 325 mg/5 mg/2 mg,ADULT COLD PREPARATIONS (4-3) TABLET ORAL 325 mg/5 mg/2 mg,ADULT COLD PREPARATIONS (4-3),R05X
AryoGen Pharmed,آریوژن فارمد,آریوژن فارمد,مدیریت منابع تجاری ایده گستران زمان,ایران,استیوانت   محلول غلیظ تزریقی پرنترال 25 mg/1mL 4 mg,"STIVANT   INJECTION, SOLUTION, CONCENTRATE PARENTERAL 25 mg/1mL 4 mg","BEVACIZUMAB INJECTION, SOLUTION, CONCENTRATE PARENTERAL 25 mg/1mL 4 mL",BEVACIZUMAB,L01XC07
Farabi Pharmaceutical,دارو سازی فارابی,دارو سازی فارابی,مدیریت منابع تجاری ایده گستران زمان,ایران,سفالکسین   کپسول خوراکی 500 mg,CEFALEXIN   CAPSULE ORAL 500 mg,CEFALEXIN CAPSULE ORAL 500 mg,CEFALEXIN, J01DB01
Farabi Pharmaceutical,دارو سازی فارابی,دارو سازی فارابی,مدیریت منابع تجاری ایده گستران زمان,ایران,کو-آموکسی کلاو   قرص خوراکی 500 mg/125 mg,CO-AMOXICLAV   TABLET ORAL 500 mg/125 mg,CO-AMOXICLAV TABLET ORAL 500 mg/125 mg,CO-AMOXICLAV,J01CR02
Toliddaru Pharma. Co.,به شاد دارو,به شاد دارو,مدیریت منابع تجاری ایده گستران زمان,ایران,انتری داکس   کپسول انتریک کوتد خوراکی,"ENTERIDOX   CAPSULE, DELAYED RELEASE ORAL","DOXYCYCLINE (AS HYCLATE) CAPSULE, DELAYED RELEASE ORAL",DOXYCYCLINE (AS HYCLATE),J01AA02
