pharma_company,supplier,brand_owner,distributor,manufacturer_country,brand_name_fa,brand_name_en,generic_name_en,substance_name_en,atc_code
Sobhandarou,سبحان دارو,سبحان دارو,امید پخش آروند پارسیان,ایران,سرمنتا   قرص خوراکی 100 mg,SERMENTA   TABLET ORAL 100 mg,SERTRALINE (AS HYDROCHLORIDE) TABLET ORAL 100 mg,SERTRALINE (AS HYDROCHLORIDE),J05AB14
Emad Darman Pars,عماد درمان پارس,عماد درمان پارس,امید پخش آروند پارسیان,ایران,بتامتازون-عماد   پماد موضعی 0.1 % 15 g,BETAMETHASONE-EMAD   OINTMENT TOPICAL 0.1 % 15 g,BETAMETHASONE (AS VALERATE) OINTMENT TOPICAL 0.1 % 15 g,BETAMETHASONE (AS VALERATE),J05AB14
Cosar Pharmaceutical,داروسازی کوثر,داروسازی کوثر,امید پخش آروند پارسیان,ایران,کو-آموکسی کلاو   قرص خوراکی 250 mg/125 mg,CO-AMOXICLAV   TABLET ORAL 250 mg/125 mg,CO-AMOXICLAV TABLET ORAL 250 mg/125 mg,CO-AMOXICLAV,J05AB14
Hakim Pharmaceutical Co.,دارو سازی حکیم,دارو سازی حکیم,امید پخش آروند پارسیان,ایران,آلوکیم   قرص خوراکی 100 mg,ALLOKIM   TABLET ORAL 100 mg,ALLOPURINOL TABLET ORAL 100 mg,ALLOPURINOL,J05AB14
Chandra Bhagat Pharma,توسعه امین دارو آراد,Chandra Bhagat Pharma,امید پخش آروند پارسیان,هند,پامینیت   محلول غلیظ تزریقی پرنترال 9 mg/1mL 10 mg,"PAMINATE   INJECTION, SOLUTION, CONCENTRATE PARENTERAL 9 mg/1mL 10 mg","PAMIDRONATE DISODIUM INJECTION, SOLUTION, CONCENTRATE PARENTERAL 9 mg/1mL 10 mL",PAMIDRONATE DISODIUM,J05AB14
Amin Pharmaceutical Co.,داروسازی امین,داروسازی امین,امید پخش آروند پارسیان,ایران,ستیریزین   شربت خوراکی 1 mg/1mL 60 mL,CETIRIZINE   SYRUP ORAL 1 mg/1mL 60 mL,CETIRIZINE HYDROCHLORIDE SYRUP ORAL 1 mg/1mL 60 mL,CETIRIZINE HYDROCHLORIDE,J05AB14
Hakim Pharmaceutical Co.,دارو سازی حکیم,دارو سازی حکیم,امید پخش آروند پارسیان,ایران,کتوتیفن-حکیم   شربت خوراکی 1 mg/5mL 120 mL,KETOTIFEN-HAKIM   SYRUP ORAL 1 mg/5mL 120 mL,KETOTIFEN SYRUP ORAL 1 mg/5mL 120 mL,KETOTIFEN,R06AX17
Amin Pharmaceutical Co.,داروسازی امین,داروسازی امین,امید پخش آروند پارسیان,ایران,والزامین   قرص خوراکی 80 mg,VALSAMIN   TABLET ORAL 80 mg,VALSARTAN TABLET ORAL 80 mg,VALSARTAN,C09CA03
Sobhandarou,سبحان دارو,سبحان دارو,امید پخش آروند پارسیان,ایران,تگرازپین   قرص خوراکی 200 mg,TEGRAZEPIN   TABLET ORAL 200 mg,CARBAMAZEPINE TABLET ORAL 200 mg,CARBAMAZEPINE,N03AF01
Amin Pharmaceutical Co.,داروسازی امین,داروسازی امین,امید پخش آروند پارسیان,ایران,سینازین   قرص خوراکی 25 mg,CINAZIN   TABLET ORAL 25 mg,CINNARIZINE TABLET ORAL 25 mg,CINNARIZINE,N07CA02
Hakim Pharmaceutical Co.,دارو سازی حکیم,دارو سازی حکیم,امید پخش آروند پارسیان,ایران,پروپرانولول-حکیم   قرص خوراکی 20 mg,PROPRANOLOL-HAKIM   TABLET ORAL 20 mg,PROPRANOLOL HYDROCHLORIDE TABLET ORAL 20 mg,PROPRANOLOL HYDROCHLORIDE,C07AA05
Hakim Pharmaceutical Co.,دارو سازی حکیم,دارو سازی حکیم,امید پخش آروند پارسیان,ایران,امپراکیم   کپسول (پلت های انتریک کوتد) خوراکی 20 mg,"OMEPRAKIM   CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg","OMEPRAZOLE CAPSULE, DELAYED RELEASE PELLETS ORAL 20 mg",OMEPRAZOLE,A02BC01
Caspian Tamin Co.,داروسازی کاسپین تأمین,داروسازی کاسپین تأمین,امید پخش آروند پارسیان,ایران,کتورولاک   محلول تزریقی پرنترال 30 mg/1mL  mL,"KETOROLAC   INJECTION, SOLUTION PARENTERAL 30 mg/1mL  mL","KETOROLAC TROMETAMOL INJECTION, SOLUTION PARENTERAL 30 mg/1mL",KETOROLAC TROMETAMOL,M01AB15
Toliddaru Pharma. Co.,داروسازی تولید دارو,داروسازی تولید دارو,امید پخش آروند پارسیان,ایران,آنتی هموروئید   شیاف مقعدی 60 mg/5 mg/50 mg/400 mg,ANTIHEMORRHOID   SUPPOSITORY RECTAL 60 mg/5 mg/50 mg/400 mg,ANTIHEMORRHOID SUPPOSITORY RECTAL 60 mg/5 mg/50 mg/400 mg,ANTIHEMORRHOID,N01BB52
Sajad Daru Shargh,سجاد داروی شرق,سجاد داروی شرق,امید پخش آروند پارسیان,ایران,فلوکستین   کپسول خوراکی 20 mg,FLUOXETINE   CAPSULE ORAL 20 mg,FLUOXETINE (AS HYDROCHLORIDE) CAPSULE ORAL 20 mg,FLUOXETINE (AS HYDROCHLORIDE),N06AB03
Amin Pharmaceutical Co.,داروسازی امین,داروسازی امین,امید پخش آروند پارسیان,ایران,فلوکونازول   کپسول خوراکی 50 mg,FLUCONAZOLE   CAPSULE ORAL 50 mg,FLUCONAZOLE CAPSULE ORAL 50 mg,FLUCONAZOLE,J02AC01
Hakim Pharmaceutical Co.,دارو سازی حکیم,دارو سازی حکیم,امید پخش آروند پارسیان,ایران,فکسوکیم   قرص خوراکی 120 mg,FEXOKIM   TABLET ORAL 120 mg,FEXOFENADINE HYDROCHLORIDE TABLET ORAL 120 mg,FEXOFENADINE HYDROCHLORIDE,R06AX26
Hakim Pharmaceutical Co.,دارو سازی حکیم,دارو سازی حکیم,امید پخش آروند پارسیان,ایران,پروپرانولول-حکیم   قرص خوراکی 10 mg,PROPRANOLOL-HAKIM   TABLET ORAL 10 mg,PROPRANOLOL HYDROCHLORIDE TABLET ORAL 10 mg,PROPRANOLOL HYDROCHLORIDE,C07AA05
Amin Pharmaceutical Co.,داروسازی امین,داروسازی امین,امید پخش آروند پارسیان,ایران,فنوباربیتال   قرص خوراکی 100 mg,PHENOBARBITAL   TABLET ORAL 100 mg,PHENOBARBITAL TABLET ORAL 100 mg,PHENOBARBITAL,N03AA02
Toliddaru Pharma. Co.,داروسازی تولید دارو,داروسازی تولید دارو,امید پخش آروند پارسیان,ایران,آلومینیوم ام جی اس   قرص جویدنی خوراکی 200 mg/200 mg/25 mg,"ALUMINIUM.MG.S   TABLET, CHEWABLE ORAL 200 mg/200 mg/25 mg","ALUMINIUM HYDROXIDE / MAGNESIUM HYDROXIDE / SIMETHICONE TABLET, CHEWABLE ORAL 200 mg/200 mg/25 mg",ALUMINIUM HYDROXIDE / MAGNESIUM HYDROXIDE / SIMETHICONE,A02AF02
Sajad Daru Shargh,سجاد داروی شرق,سجاد داروی شرق,امید پخش آروند پارسیان,ایران,آتورواستاتین   قرص خوراکی 10 mg,ATORVASTATIN   TABLET ORAL 10 mg,ATORVASTATIN (AS CALCIUM) TABLET ORAL 10 mg,ATORVASTATIN (AS CALCIUM),C10AA05
NEAL PHARMED,نیل فارمد,نیل فارمد,امید پخش آروند پارسیان,ایران,پرگابالین   کپسول خوراکی 75 mg,PERGABALIN   CAPSULE ORAL 75 mg,PREGABALIN CAPSULE ORAL 75 mg,PREGABALIN,N03AX16
Amin Pharmaceutical Co.,داروسازی امین,داروسازی امین,امید پخش آروند پارسیان,ایران,ترنسید   کپسول خوراکی 250 mg,TRANCID   CAPSULE ORAL 250 mg,TRANEXAMIC ACID CAPSULE ORAL 250 mg,TRANEXAMIC ACID,B02AA02
NEAL PHARMED,نیل فارمد,نیل فارمد,امید پخش آروند پارسیان,ایران,سرترالین   قرص خوراکی 100 mg,SERTRALINE   TABLET ORAL 100 mg,SERTRALINE (AS HYDROCHLORIDE) TABLET ORAL 100 mg,SERTRALINE (AS HYDROCHLORIDE),N06AB06
Toliddaru Pharma. Co.,داروسازی تولید دارو,داروسازی تولید دارو,امید پخش آروند پارسیان,ایران,بیزاکودیل   قرص انتریک کوتد خوراکی 5 mg,"BISACODYL   TABLET, DELAYED RELEASE ORAL 5 mg","BISACODYL TABLET, DELAYED RELEASE ORAL 5 mg",BISACODYL,A06AB02
Hakim Pharmaceutical Co.,دارو سازی حکیم,دارو سازی حکیم,امید پخش آروند پارسیان,ایران,دمپریدون-حکیم   قرص خوراکی 10 mg,DOMPERIDONE-HAKIM   TABLET ORAL 10 mg,DOMPERIDONE TABLET ORAL 10 mg,DOMPERIDONE,A03FA03
Amin Pharmaceutical Co.,داروسازی امین,داروسازی امین,امید پخش آروند پارسیان,ایران,آسیکلوویر   قرص خوراکی 200 mg,ACICLOVIR   TABLET ORAL 200 mg,ACICLOVIR TABLET ORAL 200 mg,ACICLOVIR,J05AB01
Amin Pharmaceutical Co.,داروسازی امین,داروسازی امین,امید پخش آروند پارسیان,ایران,سایمتیکون   قرص جویدنی خوراکی 40 mg,"SIMETHICONE   TABLET, CHEWABLE ORAL 40 mg","SIMETHICONE (DIMETHICONE ACTIVATED) TABLET, CHEWABLE ORAL 40 mg",SIMETHICONE (DIMETHICONE ACTIVATED),A07D
Amin Pharmaceutical Co.,داروسازی امین,داروسازی امین,امید پخش آروند پارسیان,ایران,متوکلوپرامید   قرص خوراکی 10 mg,METOCLOPRAMIDE   TABLET ORAL 10 mg,METOCLOPRAMIDE HYDROCHLORIDE TABLET ORAL 10 mg,METOCLOPRAMIDE HYDROCHLORIDE,A03FA01
Emad Darman Pars,عماد درمان پارس,عماد درمان پارس,امید پخش آروند پارسیان,ایران,فلوسینولون-عماد   پماد موضعی 0.025 % 15 g,FLUOCINOLONE-EMAD   OINTMENT TOPICAL 0.025 % 15 g,FLUOCINOLONE ACETONIDE OINTMENT TOPICAL 0.025 % 15 g,FLUOCINOLONE ACETONIDE,D07AC04
Amin Pharmaceutical Co.,داروسازی امین,داروسازی امین,امید پخش آروند پارسیان,ایران,فلوکونازول   کپسول خوراکی 100 mg,FLUCONAZOLE   CAPSULE ORAL 100 mg,FLUCONAZOLE CAPSULE ORAL 100 mg,FLUCONAZOLE,J02AC01
Amin Pharmaceutical Co.,داروسازی امین,داروسازی امین,امید پخش آروند پارسیان,ایران,آکاربوز   قرص خوراکی 100 mg,ACARBOSE   TABLET ORAL 100 mg,ACARBOSE TABLET ORAL 100 mg,ACARBOSE,A10BF01
Amin Pharmaceutical Co.,داروسازی امین,داروسازی امین,امید پخش آروند پارسیان,ایران,لووفکت   قرص خوراکی 500 mg,LEVOFECT   TABLET ORAL 500 mg,LEVOFLOXACIN TABLET ORAL 500 mg,LEVOFLOXACIN,J01MA12
NEAL PHARMED,نیل فارمد,نیل فارمد,امید پخش آروند پارسیان,ایران,سرترالین   قرص خوراکی 50 mg,SERTRALINE   TABLET ORAL 50 mg,SERTRALINE (AS HYDROCHLORIDE) TABLET ORAL 50 mg,SERTRALINE (AS HYDROCHLORIDE),N06AB06
Hakim Pharmaceutical Co.,دارو سازی حکیم,دارو سازی حکیم,امید پخش آروند پارسیان,ایران,استامینوفن-حکیم   قرص خوراکی 325 mg,ACETAMINOPHEN-HAKIM   TABLET ORAL 325 mg,ACETAMINOPHEN TABLET ORAL 325 mg,ACETAMINOPHEN,N02BE01
Amin Pharmaceutical Co.,داروسازی امین,داروسازی امین,امید پخش آروند پارسیان,ایران,سیتالوپرام   قرص خوراکی 20 mg,CITALOPRAM   TABLET ORAL 20 mg,CITALOPRAM TABLET ORAL 20 mg,CITALOPRAM,N06AB04
Darudarman Salafchegan,دارو درمان سلفچگان,دارو درمان سلفچگان,امید پخش آروند پارسیان,ایران,پوویدون آیداین- دارو درمان   محلول موضعی 10 % 60 mL,POVIDONE IODINE-DAROU DARMAN   SOLUTION TOPICAL 10 % 60 mL,POVIDONE IODINE SOLUTION TOPICAL 10 % 60 mL,POVIDONE IODINE,D08AG02
Sajad Daru Shargh,سجاد داروی شرق,سجاد داروی شرق,امید پخش آروند پارسیان,ایران,سلکسوسد   کپسول خوراکی 100 mg,CELEXOSAD   CAPSULE ORAL 100 mg,CELECOXIB CAPSULE ORAL 100 mg,CELECOXIB,M01AH01
Hakim Pharmaceutical Co.,دارو سازی حکیم,دارو سازی حکیم,امید پخش آروند پارسیان,ایران,ستریکیم   قرص خوراکی 10 mg,CETRIKIM   TABLET ORAL 10 mg,CETIRIZINE HYDROCHLORIDE TABLET ORAL 10 mg,CETIRIZINE HYDROCHLORIDE,R06AE07
Amin Pharmaceutical Co.,داروسازی امین,داروسازی امین,امید پخش آروند پارسیان,ایران,ریبامر   قرص خوراکی 800 mg,REBUMER   TABLET ORAL 800 mg,SEVELAMER HYDROCHLORIDE TABLET ORAL 800 mg,SEVELAMER HYDROCHLORIDE,V03AE02
Sajad Daru Shargh,سجاد داروی شرق,سجاد داروی شرق,امید پخش آروند پارسیان,ایران,فولیک اسید   قرص خوراکی 5 mg,FOLIC ACID   TABLET ORAL 5 mg,FOLIC ACID TABLET ORAL 5 mg,FOLIC ACID,B03BB01
Amin Pharmaceutical Co.,داروسازی کوثر,داروسازی کوثر,امید پخش آروند پارسیان,ایران,رزوواستاتین   قرص خوراکی 10 mg,ROSUVASTATIN   TABLET ORAL 10 mg,ROSUVASTATIN (AS CALCIUM) TABLET ORAL 10 mg,ROSUVASTATIN (AS CALCIUM),C10AA07
Ramopharmin,رامو فارمین,رامو فارمین,امید پخش آروند پارسیان,ایران,دیکلوفناک سدیم   کپسول پیوسته رهش خوراکی 100 mg,"DICLOFENAC SODIUM   CAPSULE, EXTENDED RELEASE ORAL 100 mg","DICLOFENAC SODIUM CAPSULE, EXTENDED RELEASE ORAL 100 mg",DICLOFENAC SODIUM,M01AB05
Cosar Pharmaceutical,داروسازی کوثر,داروسازی کوثر,امید پخش آروند پارسیان,ایران,والسارتان   قرص خوراکی 40 mg,VALSARTAN   TABLET ORAL 40 mg,VALSARTAN TABLET ORAL 40 mg,VALSARTAN,C09CA03
NEAL PHARMED,نیل فارمد,نیل فارمد,امید پخش آروند پارسیان,ایران,تیوتیکسن   کپسول خوراکی 5 mg,THIOTHIXENE   CAPSULE ORAL 5 mg,THIOTHIXENE CAPSULE ORAL 5 mg,THIOTHIXENE,N05AF04
NEAL PHARMED,نیل فارمد,نیل فارمد,امید پخش آروند پارسیان,ایران,پنتونیل   کپسول انتریک کوتد خوراکی 20 mg,"PANTONILE   CAPSULE, DELAYED RELEASE ORAL 20 mg","PANTOPRAZOLE CAPSULE, DELAYED RELEASE ORAL 20 mg",PANTOPRAZOLE,A02BC02
Toliddaru Pharma. Co.,داروسازی تولید دارو,داروسازی تولید دارو,امید پخش آروند پارسیان,ایران,هیوسین-ان-بوتیل بروماید   تزریقی پرنترال 20 mg/1mL  mL,HYOSCINE-N-BUTYL BROMIDE   INJECTION PARENTERAL 20 mg/1mL  mL,HYOSCINE-N-BUTYL BROMIDE INJECTION PARENTERAL 20 mg/1mL,HYOSCINE-N-BUTYL BROMIDE,A03BB
Amin Pharmaceutical Co.,داروسازی امین,داروسازی امین,امید پخش آروند پارسیان,ایران,آریپیپرازول   قرص خوراکی 10 mg,ARIPIPRAZOLE   TABLET ORAL 10 mg,ARIPIPRAZOLE TABLET ORAL 10 mg,ARIPIPRAZOLE,N05AX12
Shahid Ghazi Pharmaceutical Co.,داروسازی شهید قاضی,داروسازی شهید قاضی,امید پخش آروند پارسیان,ایران,سدیم کلراید   محلول جهت شستشو 0.9 % 500 mL,SODIUM CHLORIDE   SOLUTION IRRIGATION 0.9 % 500 mL,SODIUM CHLORIDE SOLUTION IRRIGATION 0.9 % 500 mL,SODIUM CHLORIDE,B05CB01
Sajad Daru Shargh,سجاد داروی شرق,سجاد داروی شرق,امید پخش آروند پارسیان,ایران,استامینوفن/کدئین   قرص خوراکی 300 mg/20 mg,ACETAMINOPHEN/CODEINE   TABLET ORAL 300 mg/20 mg,ACETAMINOPHEN / CODEINE PHOSPHATE TABLET ORAL 300 mg/20 mg,ACETAMINOPHEN / CODEINE PHOSPHATE,N02BE71
Hakim Pharmaceutical Co.,دارو سازی حکیم,دارو سازی حکیم,امید پخش آروند پارسیان,ایران,والسارتان-حکیم   قرص خوراکی 80 mg,VALSARTAN-HAKIM   TABLET ORAL 80 mg,VALSARTAN TABLET ORAL 80 mg,VALSARTAN,C09CA03
Toliddaru Pharma. Co.,داروسازی تولید دارو,داروسازی تولید دارو,امید پخش آروند پارسیان,ایران,ایزورباید   قرص خوراکی 10 mg,ISORBIDE   TABLET ORAL 10 mg,ISOSORBIDE DINITRATE TABLET ORAL 10 mg,ISOSORBIDE DINITRATE,C01DA08
Toliddaru Pharma. Co.,داروسازی تولید دارو,داروسازی تولید دارو,امید پخش آروند پارسیان,ایران,آزیترومایسین   پودر برای تهیه سوسپانسیون   خوراکی 200 mg/5mL 30 mL,"AZITHROMYCIN   POWDER, FOR SUSPENSION ORAL 200 mg/5mL 30 mL","AZITHROMYCIN POWDER, FOR SUSPENSION ORAL 200 mg/5mL 30 mL",AZITHROMYCIN,J01FA10
Amin Pharmaceutical Co.,داروسازی امین,داروسازی امین,امید پخش آروند پارسیان,ایران,ایریمب   کپسول پیوسته رهش خوراکی 200 mg,"IRIMEB   CAPSULE, EXTENDED RELEASE ORAL 200 mg","MEBEVERINE HYDROCHLORIDE CAPSULE, EXTENDED RELEASE ORAL 200 mg",MEBEVERINE HYDROCHLORIDE,A03AA04
Amin Pharmaceutical Co.,داروسازی امین,داروسازی امین,امید پخش آروند پارسیان,ایران,اورسوگارد   کپسول خوراکی 300 mg,URSOGARD   CAPSULE ORAL 300 mg,URSODEOXYCHOLIC ACID CAPSULE ORAL 300 mg,URSODEOXYCHOLIC ACID,A05AA02
Shahre Daru,لابراتوارهای شهردارو,لابراتوارهای شهردارو,امید پخش آروند پارسیان,ایران,کارنیمکس   قرص خوراکی 250 mg,CARNIMEX   TABLET ORAL 250 mg,L-CARNITINE TABLET ORAL 250 mg,L-CARNITINE,A16AA01
Nik Saman Darou,نیک سامان دارو,نیک سامان دارو,امید پخش آروند پارسیان,ایران,سرماخوردگی کودکان نیکسادا   شربت خوراکی 0.67 mg/10 mg/5mL 60 mL,PEDIATRIC GRIPPE NEXADA   SYRUP ORAL 0.67 mg/10 mg/5mL 60 mL,PEDIATRIC GRIPPE SYRUP ORAL 0.67 mg/10 mg/5mL 60 mL,PEDIATRIC GRIPPE,R06ab54
Sobhandarou,سبحان دارو,سبحان دارو,امید پخش آروند پارسیان,ایران,آتورواستاتین   قرص خوراکی 10 mg,ATORVASTATIN   TABLET ORAL 10 mg,ATORVASTATIN (AS CALCIUM) TABLET ORAL 10 mg,ATORVASTATIN (AS CALCIUM),C10AA05
Toliddaru Pharma. Co.,داروسازی تولید دارو,داروسازی تولید دارو,امید پخش آروند پارسیان,ایران,پرانول   قرص خوراکی 20 mg,PRANOL   TABLET ORAL 20 mg,PROPRANOLOL HYDROCHLORIDE TABLET ORAL 20 mg,PROPRANOLOL HYDROCHLORIDE,C07AA05
Amin Pharmaceutical Co.,داروسازی امین,داروسازی امین,امید پخش آروند پارسیان,ایران,آریپیپرازول   قرص خوراکی 5 mg,ARIPIPRAZOLE   TABLET ORAL 5 mg,ARIPIPRAZOLE TABLET ORAL 5 mg,ARIPIPRAZOLE,N05AX12
Amin Pharmaceutical Co.,داروسازی امین,داروسازی امین,امید پخش آروند پارسیان,ایران,"متوکلوپرامید   محلول، قطره خوراکی 4 mg/1mL 15 mL","METOCLOPRAMIDE   SOLUTION, DROPS ORAL 4 mg/1mL 15 mL","METOCLOPRAMIDE HYDROCHLORIDE SOLUTION, DROPS ORAL 4 mg/1mL 15 mL",METOCLOPRAMIDE HYDROCHLORIDE,A03FA01
Hakim Pharmaceutical Co.,دارو سازی حکیم,دارو سازی حکیم,امید پخش آروند پارسیان,ایران,دیکلوکیم   قرص انتریک کوتد خوراکی 50 mg,"DICLOKIM   TABLET, DELAYED RELEASE ORAL 50 mg","DICLOFENAC SODIUM TABLET, DELAYED RELEASE ORAL 50 mg",DICLOFENAC SODIUM,M01AB05
Sajad Daru Shargh,سجاد داروی شرق,سجاد داروی شرق,امید پخش آروند پارسیان,ایران,فولیک اسید   قرص خوراکی 1 mg,FOLIC ACID   TABLET ORAL 1 mg,FOLIC ACID TABLET ORAL 1 mg,FOLIC ACID,B03BB01
Sajad Daru Shargh,سجاد داروی شرق,سجاد داروی شرق,امید پخش آروند پارسیان,ایران,کلوپیسد   قرص خوراکی 75 mg,CLOPISAD   TABLET ORAL 75 mg,CLOPIDOGREL (AS BISULFATE) TABLET ORAL 75 mg,CLOPIDOGREL (AS BISULFATE),B01AC04
NEAL PHARMED,نیل فارمد,نیل فارمد,امید پخش آروند پارسیان,ایران,اس امپرانیل   کپسول انتریک کوتد خوراکی 20 mg,"ESOMPERANIL   CAPSULE, DELAYED RELEASE ORAL 20 mg","ESOMEPRAZOLE CAPSULE, DELAYED RELEASE ORAL 20 mg",ESOMEPRAZOLE,A02BC05
